# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  567       3.302252358504e-10       1.449731273464e-12       2.557503705733e-12       0.000000000000e+00       4.963847831756e-14       1.474059802527e-15      -1.650894932999e-16 
  568       3.293728202163e-10       1.477793284985e-12       2.669744092524e-12       0.000000000000e+00       4.932391171532e-14       1.498984018371e-15      -1.745340155732e-16 
  569       3.284993775534e-10       1.506431340266e-12       2.778663445812e-12       0.000000000000e+00       4.901179969625e-14       1.524532483624e-15      -1.839101212408e-16 
  570       3.276054202088e-10       1.535635481632e-12       2.884211247030e-12       0.000000000000e+00       4.870212752854e-14       1.550677151922e-15      -1.932168762534e-16 
  571       3.266914692307e-10       1.565395560669e-12       2.986336692761e-12       0.000000000000e+00       4.839487978022e-14       1.577389525274e-15      -2.024533457787e-16 
  572       3.257580544082e-10       1.595701237323e-12       3.084988694147e-12       0.000000000000e+00       4.809004031518e-14       1.604640652005e-15      -2.116185942188e-16 
  573       3.248057143103e-10       1.626541979003e-12       3.180115876300e-12       0.000000000000e+00       4.778759228921e-14       1.632401124702e-15      -2.207116852285e-16 
  574       3.238349963262e-10       1.657907059674e-12       3.271666577714e-12       0.000000000000e+00       4.748751814598e-14       1.660641078160e-15      -2.297316817330e-16 
  575       3.228464567043e-10       1.689785558961e-12       3.359588849674e-12       0.000000000000e+00       4.718979961313e-14       1.689330187328e-15      -2.386776459459e-16 
  576       3.218406605917e-10       1.722166361246e-12       3.443830455671e-12       0.000000000000e+00       4.689441769827e-14       1.718437665254e-15      -2.475486393873e-16 
  577       3.208181820743e-10       1.755038154768e-12       3.524338870809e-12       0.000000000000e+00       4.660135268500e-14       1.747932261030e-15      -2.563437229013e-16 
  578       3.197796042156e-10       1.788389430722e-12       3.601061281220e-12       0.000000000000e+00       4.631058412896e-14       1.777782257736e-15      -2.650619566745e-16 
  579       3.187255190967e-10       1.822208482358e-12       3.673944583471e-12       0.000000000000e+00       4.602209085383e-14       1.807955470391e-15      -2.737024002533e-16 
  580       3.176565278556e-10       1.856483404081e-12       3.742935383980e-12       0.000000000000e+00       4.573585094738e-14       1.838419243892e-15      -2.822641125625e-16 
  581       3.165732407272e-10       1.891202090549e-12       3.807979998422e-12       0.000000000000e+00       4.545184175751e-14       1.869140450964e-15      -2.907461519226e-16 
  582       3.154762770819e-10       1.926352235774e-12       3.869024451144e-12       0.000000000000e+00       4.517003988824e-14       1.900085490102e-15      -2.991475760682e-16 
  583       3.143662654662e-10       1.961921332218e-12       3.926014474574e-12       0.000000000000e+00       4.489042119576e-14       1.931220283520e-15      -3.074674421657e-16 
  584       3.132438436416e-10       1.997896669896e-12       3.978895508635e-12       0.000000000000e+00       4.461296078446e-14       1.962510275094e-15      -3.157048068313e-16 
  585       3.121096586242e-10       2.034265335473e-12       4.027612700152e-12       0.000000000000e+00       4.433763300296e-14       1.993920428310e-15      -3.238587261489e-16 
  586       3.109643667243e-10       2.071014211365e-12       4.072110902265e-12       0.000000000000e+00       4.406441144013e-14       2.025415224205e-15      -3.319282556879e-16 
  587       3.098086335861e-10       2.108129974834e-12       4.112334673842e-12       0.000000000000e+00       4.379326892112e-14       2.056958659318e-15      -3.399124505214e-16 
  588       3.086431342269e-10       2.145599097093e-12       4.148228278888e-12       0.000000000000e+00       4.352417750339e-14       2.088514243632e-15      -3.478103652441e-16 
  589       3.074685530769e-10       2.183407842400e-12       4.179735685957e-12       0.000000000000e+00       4.325710847273e-14       2.120044998519e-15      -3.556210539899e-16 
  590       3.062855583859e-10       2.221542382107e-12       4.206809233929e-12       0.000000000000e+00       4.299203582182e-14       2.151521504622e-15      -3.633437021384e-16 
  591       3.050947246691e-10       2.259989141697e-12       4.229435865550e-12       0.000000000000e+00       4.272894678822e-14       2.182946267895e-15      -3.709780249686e-16 
  592       3.038966084248e-10       2.298734460534e-12       4.247611540359e-12       0.000000000000e+00       4.246783156865e-14       2.214329951034e-15      -3.785238788819e-16 
  593       3.026917736246e-10       2.337764476835e-12       4.261332629329e-12       0.000000000000e+00       4.220867985730e-14       2.245683378694e-15      -3.859811306682e-16 
  594       3.014807917440e-10       2.377065126802e-12       4.270595917253e-12       0.000000000000e+00       4.195148084304e-14       2.277017538207e-15      -3.933496575687e-16 
  595       3.002642417929e-10       2.416622143770e-12       4.275398605140e-12       0.000000000000e+00       4.169622320664e-14       2.308343580298e-15      -4.006293473393e-16 
  596       2.990427103470e-10       2.456421057338e-12       4.275738312611e-12       0.000000000000e+00       4.144289511800e-14       2.339672819800e-15      -4.078200983140e-16 
  597       2.978167915777e-10       2.496447192513e-12       4.271613080291e-12       0.000000000000e+00       4.119148423337e-14       2.371016736368e-15      -4.149218194677e-16 
  598       2.965870872832e-10       2.536685668846e-12       4.263021372200e-12       0.000000000000e+00       4.094197769260e-14       2.402386975200e-15      -4.219344304802e-16 
  599       2.953542069195e-10       2.577121399571e-12       4.249962078151e-12       0.000000000000e+00       4.069436211634e-14       2.433795347748e-15      -4.288578617986e-16 
  600       2.941187676303e-10       2.617739090746e-12       4.232434516141e-12       0.000000000000e+00       4.044862360328e-14       2.465253832435e-15      -4.356920547012e-16 
  601       2.928813942787e-10       2.658523240389e-12       4.210438434746e-12       0.000000000000e+00       4.020474772738e-14       2.496774575373e-15      -4.424369613605e-16 
  602       2.916427194771e-10       2.699458137617e-12       4.183974015514e-12       0.000000000000e+00       3.996271953508e-14       2.528369891075e-15      -4.490925449062e-16 
  603       2.904033836184e-10       2.740527861789e-12       4.153041875357e-12       0.000000000000e+00       3.972252354254e-14       2.560052263176e-15      -4.556587794889e-16 
  604       2.891640349064e-10       2.781716281637e-12       4.117643068947e-12       0.000000000000e+00       3.948414373288e-14       2.591834345144e-15      -4.621356503433e-16 
  605       2.879253293869e-10       2.823007054412e-12       4.077779091111e-12       0.000000000000e+00       3.924756355338e-14       2.623728960998e-15      -4.685231538511e-16 
  606       2.866879309780e-10       2.864383625020e-12       4.033451879220e-12       0.000000000000e+00       3.901276591270e-14       2.655749106023e-15      -4.748212976044e-16 
  607       2.854525115009e-10       2.905829225160e-12       3.984663815586e-12       0.000000000000e+00       3.877973317815e-14       2.687907947488e-15      -4.810301004692e-16 
  608       2.842197507110e-10       2.947326872463e-12       3.931417729855e-12       0.000000000000e+00       3.854844717289e-14       2.720218825360e-15      -4.871495926483e-16 
  609       2.829903363279e-10       2.988859369632e-12       3.873716901399e-12       0.000000000000e+00       3.831888917313e-14       2.752695253020e-15      -4.931798157447e-16 
  610       2.817649640668e-10       3.030409303581e-12       3.811565061714e-12       0.000000000000e+00       3.809103990543e-14       2.785350917978e-15      -4.991208228250e-16 
  611       2.805443376690e-10       3.071959044571e-12       3.744966396808e-12       0.000000000000e+00       3.786487954383e-14       2.818199682591e-15      -5.049726784823e-16 
  612       2.793291689323e-10       3.113490745353e-12       3.673925549598e-12       0.000000000000e+00       3.764038770716e-14       2.851255584778e-15      -5.107354588999e-16 
  613       2.781201777422e-10       3.154986340301e-12       3.598447622305e-12       0.000000000000e+00       3.741754345624e-14       2.884532838734e-15      -5.164092519140e-16 
  614       2.769180921020e-10       3.196427544556e-12       3.518538178842e-12       0.000000000000e+00       3.719632529106e-14       2.918045835649e-15      -5.219941570775e-16 
  615       2.757236481644e-10       3.237795853165e-12       3.434203247215e-12       0.000000000000e+00       3.697671114810e-14       2.951809144422e-15      -5.274902857229e-16 
  616       2.745375387880e-10       3.279073402846e-12       3.345455325236e-12       0.000000000000e+00       3.675868105368e-14       2.985831280096e-15      -5.328975668774e-16 
  617       2.733602578122e-10       3.320245581436e-12       3.252331548833e-12       0.000000000000e+00       3.654222515890e-14       3.020095845851e-15      -5.382151598398e-16 
  618       2.721922521600e-10       3.361298478461e-12       3.154875958191e-12       0.000000000000e+00       3.632733588931e-14       3.054579946399e-15      -5.434420278344e-16 
  619       2.710339729926e-10       3.402218027507e-12       3.053133537604e-12       0.000000000000e+00       3.611400530392e-14       3.089260378632e-15      -5.485771309046e-16 
  620       2.698858757238e-10       3.442990005628e-12       2.947150219764e-12       0.000000000000e+00       3.590222509335e-14       3.124113630381e-15      -5.536194259136e-16 
  621       2.687484200342e-10       3.483600032761e-12       2.836972890051e-12       0.000000000000e+00       3.569198657782e-14       3.159115879155e-15      -5.585678665473e-16 
  622       2.676220698859e-10       3.524033571133e-12       2.722649390821e-12       0.000000000000e+00       3.548328070523e-14       3.194242990895e-15      -5.634214033159e-16 
  623       2.665072935371e-10       3.564275924674e-12       2.604228525696e-12       0.000000000000e+00       3.527609804926e-14       3.229470518719e-15      -5.681789835558e-16 
  624       2.654045635563e-10       3.604312238430e-12       2.481760063851e-12       0.000000000000e+00       3.507042880741e-14       3.264773701672e-15      -5.728395514316e-16 
  625       2.643143568367e-10       3.644127497968e-12       2.355294744305e-12       0.000000000000e+00       3.486626279907e-14       3.300127463472e-15      -5.774020479380e-16 
  626       2.632371546110e-10       3.683706528796e-12       2.224884280210e-12       0.000000000000e+00       3.466358946356e-14       3.335506411261e-15      -5.818654109020e-16 
  627       2.621734424655e-10       3.723033995767e-12       2.090581363141e-12       0.000000000000e+00       3.446239785824e-14       3.370884834352e-15      -5.862285749846e-16 
  628       2.611237103548e-10       3.762094402493e-12       1.952439667380e-12       0.000000000000e+00       3.426267665656e-14       3.406236702974e-15      -5.904904716826e-16 
  629       2.600884526163e-10       3.800872090756e-12       1.810513854211e-12       0.000000000000e+00       3.406441414611e-14       3.441535667026e-15      -5.946500293312e-16 
  630       2.590681679842e-10       3.839351239919e-12       1.664859576209e-12       0.000000000000e+00       3.386759822668e-14       3.476755054821e-15      -5.987061731050e-16 
  631       2.580633596047e-10       3.877515866335e-12       1.515533481522e-12       0.000000000000e+00       3.367221640837e-14       3.511867871834e-15      -6.026578250210e-16 
  632       2.570745350498e-10       3.915349822764e-12       1.362593218169e-12       0.000000000000e+00       3.347825580960e-14       3.546846799453e-15      -6.065039039396e-16 
  633       2.561022063321e-10       3.952836797776e-12       1.206097438323e-12       0.000000000000e+00       3.328570315520e-14       3.581664193724e-15      -6.102433255672e-16 
  634       2.551468899193e-10       3.989960315169e-12       1.046105802603e-12       0.000000000000e+00       3.309454477451e-14       3.616292084101e-15      -6.138750024579e-16 
  635       2.542091067484e-10       4.026703733377e-12       8.826789843615e-13       0.000000000000e+00       3.290476659937e-14       3.650702172194e-15      -6.173978440154e-16 
  636       2.532893822404e-10       4.063050244882e-12       7.158786739750e-13       0.000000000000e+00       3.271635416224e-14       3.684865830516e-15      -6.208107564951e-16 
  637       2.523882463145e-10       4.098982875624e-12       5.457675831316e-13       0.000000000000e+00       3.252929259427e-14       3.718754101234e-15      -6.241126430058e-16 
  638       2.515062334028e-10       4.134484484412e-12       3.724094491211e-13       0.000000000000e+00       3.234356662332e-14       3.752337694912e-15      -6.273024035122e-16 
  639       2.506438824650e-10       4.169537762339e-12       1.958690391235e-13       0.000000000000e+00       3.215916057206e-14       3.785586989264e-15      -6.303789348362e-16 
  640       2.498017370021e-10       4.204125232188e-12       1.621215449846e-14       0.000000000000e+00       3.197605835605e-14       3.818472027901e-15      -6.333411306591e-16 
  641       2.489803450714e-10       4.238229247844e-12      -1.664943649258e-13       0.000000000000e+00       3.179424348176e-14       3.850962519078e-15      -6.361878815237e-16 
  642       2.481802593012e-10       4.271831993710e-12      -3.521826365636e-13       0.000000000000e+00       3.161369904465e-14       3.883027834441e-15      -6.389180748361e-16 
  643       2.474019757654e-10       4.304916931996e-12      -5.407824119886e-13       0.000000000000e+00       3.143440974048e-14       3.914644079865e-15      -6.415309751252e-16 
  644       2.466457490597e-10       4.337473181818e-12      -7.322170834478e-13       0.000000000000e+00       3.125636795310e-14       3.945815486445e-15      -6.440273742787e-16 
  645       2.459117730632e-10       4.369491238189e-12      -9.264075783535e-13       0.000000000000e+00       3.107956780077e-14       3.976553501859e-15      -6.464084673810e-16 
  646       2.452002416943e-10       4.400961532953e-12      -1.123273665221e-12       0.000000000000e+00       3.090400313414e-14       4.006869762970e-15      -6.486754749287e-16 
  647       2.445113489081e-10       4.431874434618e-12      -1.322733948997e-12       0.000000000000e+00       3.072966753486e-14       4.036776096625e-15      -6.508296429416e-16 
  648       2.438452886928e-10       4.462220248182e-12      -1.524705866390e-12       0.000000000000e+00       3.055655431424e-14       4.066284520456e-15      -6.528722430759e-16 
  649       2.432022550664e-10       4.491989214968e-12      -1.729105681197e-12       0.000000000000e+00       3.038465651191e-14       4.095407243669e-15      -6.548045727357e-16 
  650       2.425824420737e-10       4.521171512451e-12      -1.935848479632e-12       0.000000000000e+00       3.021396689443e-14       4.124156667849e-15      -6.566279551853e-16 
  651       2.419860437826e-10       4.549757254093e-12      -2.144848165657e-12       0.000000000000e+00       3.004447795399e-14       4.152545387756e-15      -6.583437396614e-16 
  652       2.414132542815e-10       4.577736489169e-12      -2.356017456309e-12       0.000000000000e+00       2.987618190704e-14       4.180586192118e-15      -6.599533014854e-16 
  653       2.408642676753e-10       4.605099202602e-12      -2.569267877031e-12       0.000000000000e+00       2.970907069291e-14       4.208292064435e-15      -6.614580421752e-16 
  654       2.403392780828e-10       4.631835314791e-12      -2.784509756997e-12       0.000000000000e+00       2.954313597251e-14       4.235676183774e-15      -6.628593895577e-16 
  655       2.398384796330e-10       4.657934681442e-12      -3.001652224444e-12       0.000000000000e+00       2.937836912694e-14       4.262751925564e-15      -6.641587978805e-16 
  656       2.393620664619e-10       4.683387093401e-12      -3.220603201998e-12       0.000000000000e+00       2.921476125613e-14       4.289532862398e-15      -6.653577479246e-16 
  657       2.389102327096e-10       4.708182276479e-12      -3.441269402008e-12       0.000000000000e+00       2.905230317755e-14       4.316032764827e-15      -6.664577471161e-16 
  658       2.384831725167e-10       4.732309891292e-12      -3.663556321866e-12       0.000000000000e+00       2.889098542477e-14       4.342265602158e-15      -6.674603296386e-16 
  659       2.380810800209e-10       4.755759533082e-12      -3.887368239345e-12       0.000000000000e+00       2.873079824621e-14       4.368245543256e-15      -6.683670565451e-16 
  660       2.377041493542e-10       4.778520731554e-12      -4.112608207922e-12       0.000000000000e+00       2.857173160368e-14       4.393986957334e-15      -6.691795158706e-16 
  661       2.373525746393e-10       4.800582950705e-12      -4.339178052110e-12       0.000000000000e+00       2.841377517112e-14       4.419504414758e-15      -6.698993227436e-16 
  662       2.370265499866e-10       4.821935588654e-12      -4.566978362781e-12       0.000000000000e+00       2.825691833321e-14       4.444812687837e-15      -6.705281194989e-16 
  663       2.367262694906e-10       4.842567977472e-12      -4.795908492504e-12       0.000000000000e+00       2.810115018400e-14       4.469926751630e-15      -6.710675757892e-16 
  664       2.364519272269e-10       4.862469383016e-12      -5.025866550866e-12       0.000000000000e+00       2.794645952561e-14       4.494861784733e-15      -6.715193886976e-16 
  665       2.362037172490e-10       4.881629004756e-12      -5.256749399804e-12       0.000000000000e+00       2.779283486681e-14       4.519633170086e-15      -6.718852828498e-16 
  666       2.359818335849e-10       4.900035975609e-12      -5.488452648933e-12       0.000000000000e+00       2.764026442174e-14       4.544256495764e-15      -6.721670105257e-16 
  667       2.357864702336e-10       4.917679361767e-12      -5.720870650874e-12       0.000000000000e+00       2.748873610852e-14       4.568747555777e-15      -6.723663517722e-16 
  668       2.356178211625e-10       4.934548162528e-12      -5.953896496586e-12       0.000000000000e+00       2.733823754790e-14       4.593122350869e-15      -6.724851145151e-16 
  669       2.354760803034e-10       4.950631310130e-12      -6.187422010691e-12       0.000000000000e+00       2.718875606190e-14       4.617397089312e-15      -6.725251346710e-16 
  670       2.353614415499e-10       4.965917669576e-12      -6.421337746805e-12       0.000000000000e+00       2.704027867249e-14       4.641588187707e-15      -6.724882762600e-16 
  671       2.352740461779e-10       4.980397700897e-12      -6.655537412336e-12       0.000000000000e+00       2.689279365613e-14       4.665707529379e-15      -6.723763033669e-16 
  672       2.352138238615e-10       4.994068485893e-12      -6.889931257852e-12       0.000000000000e+00       2.674629524720e-14       4.689748124882e-15      -6.721904927481e-16 
  673       2.351806481970e-10       5.006928810264e-12      -7.124432969360e-12       0.000000000000e+00       2.660077903407e-14       4.713698141548e-15      -6.719320130304e-16 
  674       2.351743889485e-10       5.018977511339e-12      -7.358955261687e-12       0.000000000000e+00       2.645624041155e-14       4.737545617209e-15      -6.716020521777e-16 
  675       2.351949120307e-10       5.030213478356e-12      -7.593409874989e-12       0.000000000000e+00       2.631267457988e-14       4.761278459735e-15      -6.712018175685e-16 
  676       2.352420794917e-10       5.040635652728e-12      -7.827707571259e-12       0.000000000000e+00       2.617007654386e-14       4.784884446573e-15      -6.707325360743e-16 
  677       2.353157494957e-10       5.050243028321e-12      -8.061758130831e-12       0.000000000000e+00       2.602844111189e-14       4.808351224277e-15      -6.701954541374e-16 
  678       2.354157763058e-10       5.059034651725e-12      -8.295470348893e-12       0.000000000000e+00       2.588776289500e-14       4.831666308048e-15      -6.695918378492e-16 
  679       2.355420102668e-10       5.067009622529e-12      -8.528752031991e-12       0.000000000000e+00       2.574803630598e-14       4.854817081264e-15      -6.689229730280e-16 
  680       2.356942977877e-10       5.074167093592e-12      -8.761509994536e-12       0.000000000000e+00       2.560925555837e-14       4.877790795023e-15      -6.681901652971e-16 
  681       2.358724813247e-10       5.080506271316e-12      -8.993650055315e-12       0.000000000000e+00       2.547141466559e-14       4.900574567672e-15      -6.673947401628e-16 
  682       2.360763993641e-10       5.086026415922e-12      -9.225077033994e-12       0.000000000000e+00       2.533450743994e-14       4.923155384345e-15      -6.665380430928e-16 
  683       2.363058864044e-10       5.090726841720e-12      -9.455694747631e-12       0.000000000000e+00       2.519852749172e-14       4.945520096499e-15      -6.656214395936e-16 
  684       2.365607729399e-10       5.094606917385e-12      -9.685406007178e-12       0.000000000000e+00       2.506346822825e-14       4.967655421449e-15      -6.646463152893e-16 
  685       2.368408854428e-10       5.097666066227e-12      -9.914112613992e-12       0.000000000000e+00       2.492932285294e-14       4.989547941903e-15      -6.636140759988e-16 
  686       2.371460463461e-10       5.099903766466e-12      -1.014171535634e-11       0.000000000000e+00       2.479608436439e-14       5.011184105498e-15      -6.625261478146e-16 
  687       2.374760740268e-10       5.101319551505e-12      -1.036811400592e-11       0.000000000000e+00       2.466374555541e-14       5.032550224334e-15      -6.613839771805e-16 
  688       2.378307827880e-10       5.101913010202e-12      -1.059320731433e-11       0.000000000000e+00       2.453229901208e-14       5.053632474511e-15      -6.601890309695e-16 
  689       2.382099828419e-10       5.101683787147e-12      -1.081689300964e-11       0.000000000000e+00       2.440173711285e-14       5.074416895667e-15      -6.589427965622e-16 
  690       2.386134802927e-10       5.100631582929e-12      -1.103906779282e-11       0.000000000000e+00       2.427205202758e-14       5.094889390507e-15      -6.576467819245e-16 
  691       2.390410771193e-10       5.098756154414e-12      -1.125962733433e-11       0.000000000000e+00       2.414323571661e-14       5.115035724343e-15      -6.563025156859e-16 
  692       2.394925711579e-10       5.096057315015e-12      -1.147846627055e-11       0.000000000000e+00       2.401527992981e-14       5.134841524632e-15      -6.549115472173e-16 
  693       2.399677560848e-10       5.092534934969e-12      -1.169547820036e-11       0.000000000000e+00       2.388817620565e-14       5.154292280502e-15      -6.534754467094e-16 
  694       2.404664213993e-10       5.088188941606e-12      -1.191055568158e-11       0.000000000000e+00       2.376191587026e-14       5.173373342300e-15      -6.519958052503e-16 
  695       2.409883524063e-10       5.083019319624e-12      -1.212359022754e-11       0.000000000000e+00       2.363649003651e-14       5.192069921115e-15      -6.504742349039e-16 
  696       2.415333301991e-10       5.077026111362e-12      -1.233447230353e-11       0.000000000000e+00       2.351188960305e-14       5.210367088325e-15      -6.489123687878e-16 
  697       2.421011316421e-10       5.070209417073e-12      -1.254309132335e-11       0.000000000000e+00       2.338810525340e-14       5.228249775123e-15      -6.473118611512e-16 
  698       2.426915293537e-10       5.062569395199e-12      -1.274933564580e-11       0.000000000000e+00       2.326512745495e-14       5.245702772059e-15      -6.456743874532e-16 
  699       2.433042916888e-10       5.054106262640e-12      -1.295309257119e-11       0.000000000000e+00       2.314294645813e-14       5.262710728571e-15      -6.440016444408e-16 
  700       2.439391827218e-10       5.044820295031e-12      -1.315424833785e-11       0.000000000000e+00       2.302155229535e-14       5.279258152523e-15      -6.422953502267e-16 
  701       2.445959388009e-10       5.034713091435e-12      -1.335269738286e-11       0.000000000000e+00       2.290093597899e-14       5.295332254522e-15      -6.405567754472e-16 
  702       2.452741977109e-10       5.023791396748e-12      -1.354837034276e-11       0.000000000000e+00       2.278109312417e-14       5.310931546722e-15      -6.387853258758e-16 
  703       2.459735680028e-10       5.012063359342e-12      -1.374120662835e-11       0.000000000000e+00       2.266202039945e-14       5.326057421964e-15      -6.369799304809e-16 
  704       2.466936522658e-10       4.999537274429e-12      -1.393114521203e-11       0.000000000000e+00       2.254371433419e-14       5.340711325418e-15      -6.351395076405e-16 
  705       2.474340471042e-10       4.986221584638e-12      -1.411812462649e-11       0.000000000000e+00       2.242617131786e-14       5.354894754814e-15      -6.332629651052e-16 
  706       2.481943431147e-10       4.972124880599e-12      -1.430208296357e-11       0.000000000000e+00       2.230938759946e-14       5.368609260674e-15      -6.313491999627e-16 
  707       2.489741248632e-10       4.957255901524e-12      -1.448295787293e-11       0.000000000000e+00       2.219335928682e-14       5.381856446535e-15      -6.293970986008e-16 
  708       2.497729708620e-10       4.941623535787e-12      -1.466068656090e-11       0.000000000000e+00       2.207808234600e-14       5.394637969182e-15      -6.274055366712e-16 
  709       2.505904535468e-10       4.925236821507e-12      -1.483520578917e-11       0.000000000000e+00       2.196355260061e-14       5.406955538880e-15      -6.253733790538e-16 
  710       2.514261392536e-10       4.908104947131e-12      -1.500645187364e-11       0.000000000000e+00       2.184976573119e-14       5.418810919597e-15      -6.232994798195e-16 
  711       2.522795881958e-10       4.890237252010e-12      -1.517436068312e-11       0.000000000000e+00       2.173671727452e-14       5.430205929236e-15      -6.211826821946e-16 
  712       2.531503544415e-10       4.871643226987e-12      -1.533886763811e-11       0.000000000000e+00       2.162440262306e-14       5.441142439866e-15      -6.190218185241e-16 
  713       2.540379858902e-10       4.852332514975e-12      -1.549990770960e-11       0.000000000000e+00       2.151281702422e-14       5.451622377948e-15      -6.168157102357e-16 
  714       2.549420242500e-10       4.832314911536e-12      -1.565741541780e-11       0.000000000000e+00       2.140195557975e-14       5.461647724568e-15      -6.145631678032e-16 
  715       2.558620050145e-10       4.811600365470e-12      -1.581132483092e-11       0.000000000000e+00       2.129181324511e-14       5.471220515660e-15      -6.122629907103e-16 
  716       2.567974574400e-10       4.790198979389e-12      -1.596156956393e-11       0.000000000000e+00       2.118238482879e-14       5.480342842244e-15      -6.099139674143e-16 
  717       2.577479045224e-10       4.768121010301e-12      -1.610808277735e-11       0.000000000000e+00       2.107366499172e-14       5.489016850645e-15      -6.075148753100e-16 
  718       2.587128629746e-10       4.745376870193e-12      -1.625079717599e-11       0.000000000000e+00       2.096564824654e-14       5.497244742732e-15      -6.050644806929e-16 
  719       2.596918432030e-10       4.721977126612e-12      -1.638964500773e-11       0.000000000000e+00       2.085832895704e-14       5.505028776139e-15      -6.025615387236e-16 
  720       2.606843492846e-10       4.697932503244e-12      -1.652455806227e-11       0.000000000000e+00       2.075170133747e-14       5.512371264500e-15      -6.000047933906e-16 
  721       2.616898789448e-10       4.673253880497e-12      -1.665546766992e-11       0.000000000000e+00       2.064575945191e-14       5.519274577675e-15      -5.973929774749e-16 
  722       2.627079235333e-10       4.647952296084e-12      -1.678230470037e-11       0.000000000000e+00       2.054049721361e-14       5.525741141981e-15      -5.947248125131e-16 
  723       2.637379680020e-10       4.622038945603e-12      -1.690499956142e-11       0.000000000000e+00       2.043590838436e-14       5.531773440420e-15      -5.919990087613e-16 
  724       2.647794908816e-10       4.595525183118e-12      -1.702348219777e-11       0.000000000000e+00       2.033198657383e-14       5.537374012906e-15      -5.892142651588e-16 
  725       2.658319642590e-10       4.568422521740e-12      -1.713768208981e-11       0.000000000000e+00       2.022872523897e-14       5.542545456501e-15      -5.863692692918e-16 
  726       2.668948537539e-10       4.540742634212e-12      -1.724752825234e-11       0.000000000000e+00       2.012611768328e-14       5.547290425637e-15      -5.834626973569e-16 
  727       2.679676184960e-10       4.512497353485e-12      -1.735294923337e-11       0.000000000000e+00       2.002415705626e-14       5.551611632348e-15      -5.804932141251e-16 
  728       2.690497111025e-10       4.483698673306e-12      -1.745387311287e-11       0.000000000000e+00       1.992283635270e-14       5.555511846500e-15      -5.774594729054e-16 
  729       2.701405776542e-10       4.454358748792e-12      -1.755022750155e-11       0.000000000000e+00       1.982214841206e-14       5.558993896020e-15      -5.743601155083e-16 
  730       2.712396576735e-10       4.424489897019e-12      -1.764193953962e-11       0.000000000000e+00       1.972208591781e-14       5.562060667123e-15      -5.711937722098e-16 
  731       2.723463841007e-10       4.394104597596e-12      -1.772893589556e-11       0.000000000000e+00       1.962264139681e-14       5.564715104545e-15      -5.679590617147e-16 
  732       2.734601992858e-10       4.363215742775e-12      -1.781115347876e-11       0.000000000000e+00       1.952380810495e-14       5.566960351777e-15      -5.646549830327e-16 
  733       2.745806033583e-10       4.331837392043e-12      -1.788857181426e-11       0.000000000000e+00       1.942558270471e-14       5.568800174393e-15      -5.612820997436e-16 
  734       2.757071067757e-10       4.299984033714e-12      -1.796118131061e-11       0.000000000000e+00       1.932796263971e-14       5.570238545611e-15      -5.578413792563e-16 
  735       2.768392143766e-10       4.267670337404e-12      -1.802897260562e-11       0.000000000000e+00       1.923094525272e-14       5.571279507312e-15      -5.543338030853e-16 
  736       2.779764253620e-10       4.234911154672e-12      -1.809193656752e-11       0.000000000000e+00       1.913452778528e-14       5.571927170296e-15      -5.507603669022e-16 
  737       2.791182332757e-10       4.201721519650e-12      -1.815006429606e-11       0.000000000000e+00       1.903870737722e-14       5.572185714545e-15      -5.471220805869e-16 
  738       2.802641259846e-10       4.168116649688e-12      -1.820334712376e-11       0.000000000000e+00       1.894348106622e-14       5.572059389483e-15      -5.434199682789e-16 
  739       2.814135856597e-10       4.134111945986e-12      -1.825177661701e-11       0.000000000000e+00       1.884884578738e-14       5.571552514235e-15      -5.396550684290e-16 
  740       2.825660887566e-10       4.099722994234e-12      -1.829534457724e-11       0.000000000000e+00       1.875479837273e-14       5.570669477890e-15      -5.358284338501e-16 
  741       2.837211059962e-10       4.064965565248e-12      -1.833404304213e-11       0.000000000000e+00       1.866133555084e-14       5.569414739760e-15      -5.319411317691e-16 
  742       2.848781023449e-10       4.029855615608e-12      -1.836786428671e-11       0.000000000000e+00       1.856845394632e-14       5.567792829641e-15      -5.279942438778e-16 
  743       2.860365369961e-10       3.994409288295e-12      -1.839680082455e-11       0.000000000000e+00       1.847615007942e-14       5.565808348072e-15      -5.239888663845e-16 
  744       2.871958633496e-10       3.958642913329e-12      -1.842084540896e-11       0.000000000000e+00       1.838442036555e-14       5.563465966598e-15      -5.199261100653e-16 
  745       2.883555289935e-10       3.922573008403e-12      -1.843999103406e-11       0.000000000000e+00       1.829326111485e-14       5.560770428030e-15      -5.158071003153e-16 
  746       2.895149756839e-10       3.886216279525e-12      -1.845423093606e-11       0.000000000000e+00       1.820266853173e-14       5.557726546702e-15      -5.116329772003e-16 
  747       2.906736393257e-10       3.849589621653e-12      -1.846355859432e-11       0.000000000000e+00       1.811263871444e-14       5.554339208737e-15      -5.074048955077e-16 
