#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:V_x_smg               19:V_x_prime_smg         20:h_prime               21:eta                
       1.415024223386e+01       3.132297993495e-05      -1.228813423512e+00       4.209506525891e-04       3.291176525393e-07       8.227941313483e-07       3.621680551703e-12       1.645588262697e-07      -9.216100676492e-01       4.209506598451e-04       6.010249016577e-01       6.937931310761e-01      -1.228811586385e+00       4.205585309377e-04       7.964793122102e-04      -9.216127722436e-01       4.217095950394e-04       5.039398492657e-31       3.900340808345e-31       1.372153067376e-03       9.993627528584e-01 
       1.454628635072e+01       3.222248462298e-05      -1.229708102425e+00       4.325844332630e-04       3.579081381192e-07       8.947703452980e-07       4.167949453080e-12       1.789540690596e-07      -9.222810768372e-01       4.325844418477e-04       6.010115044380e-01       6.936258010411e-01      -1.229706049278e+00       4.321580649026e-04       8.414678959719e-04      -9.222840946955e-01       4.334080514808e-04       6.818362169408e-31       5.133656515042e-31       1.409359799945e-03       9.993273964749e-01 
       1.494233046758e+01       3.312323199962e-05      -1.230610819386e+00       4.442089295670e-04       3.883506964714e-07       9.708767411784e-07       4.778838138205e-12       1.941753482357e-07      -9.229581145615e-01       4.442089396456e-04       6.009975494630e-01       6.934579967125e-01      -1.230608531619e+00       4.437463554833e-04       8.876775418303e-04      -9.229614719927e-01       4.451007482407e-04       9.150647772205e-31       6.706548872437e-31       1.446503245493e-03       9.992911302511e-01 
       1.542831631345e+01       3.423023741236e-05      -1.231729497543e+00       4.584605256275e-04       4.280350298298e-07       1.070087574574e-06       5.625122114228e-12       2.140175149149e-07      -9.237971231843e-01       4.584605377804e-04       6.009796679902e-01       6.932514414616e-01      -1.231726894915e+00       4.579507633877e-04       9.460478836190e-04      -9.238009353353e-01       4.594409790782e-04       1.299194071039e-30       9.219693955100e-31       1.491995714356e-03       9.992453897318e-01 
       1.591430215931e+01       3.533911403465e-05      -1.232860241607e+00       4.726978346276e-04       4.703688638911e-07       1.175922159728e-06       6.588441593900e-12       2.351844319455e-07      -9.246451812391e-01       4.726978491525e-04       6.009609511211e-01       6.930441772700e-01      -1.232857292529e+00       4.721377442068e-04       1.006252193071e-03      -9.246494925390e-01       4.737725254005e-04       1.824485843799e-30       1.254889953919e-30       1.537393392552e-03       9.991982906169e-01 
       1.640028800517e+01       3.644986186649e-05      -1.234003009506e+00       4.869206804938e-04       5.154418459452e-07       1.288604614863e-06       7.680761274004e-12       2.577209229726e-07      -9.255022571707e-01       4.869206977264e-04       6.009414058823e-01       6.928362123276e-01      -1.233999680321e+00       4.863070165949e-04       1.068287828283e-03      -9.255071148103e-01       4.880953724900e-04       2.535929032779e-30       1.692243002038e-30       1.582696544486e-03       9.991498391656e-01 
       1.688627385104e+01       3.756248090788e-05      -1.235157788646e+00       5.011289002170e-04       5.633439739036e-07       1.408359934759e-06       8.914869905870e-12       2.816719869518e-07      -9.263683415353e-01       5.011289205268e-04       6.009210328882e-01       6.926275474263e-01      -1.235154043559e+00       5.004583119314e-04       1.132152100701e-03      -9.263737955455e-01       5.024095177815e-04       3.490902011529e-30       2.262308429420e-30       1.627905451407e-03       9.991000416135e-01 
       1.737225969690e+01       3.867697115883e-05      -1.236324529678e+00       5.153223161073e-04       6.141655635516e-07       1.535413908879e-06       1.030441152471e-11       3.070827817758e-07      -9.272433973195e-01       5.153223398952e-04       6.008998407291e-01       6.924181925201e-01      -1.236320330689e+00       5.145913465799e-04       1.197842274733e-03      -9.272495006489e-01       5.167149431184e-04       4.762001435482e-30       2.999535652528e-30       1.673020370316e-03       9.990489041727e-01 
       1.785824554276e+01       3.979333261932e-05      -1.237503218633e+00       5.295007666173e-04       6.679972785096e-07       1.669993196274e-06       1.186391801594e-11       3.339986392548e-07      -9.281274140481e-01       5.295007943187e-04       6.008778303073e-01       6.922081486896e-01      -1.237498525467e+00       5.287058527161e-04       1.265355568036e-03      -9.281342226404e-01       5.310116455771e-04       6.440313994548e-30       3.945707950243e-30       1.718041579640e-03       9.989964330318e-01 
       1.834423138863e+01       4.091156528937e-05      -1.238693832028e+00       5.436640873742e-04       7.249301065399e-07       1.812325266350e-06       1.360884126042e-11       3.624650532700e-07      -9.290203741091e-01       5.436641194638e-04       6.008550045479e-01       6.919974193677e-01      -1.238688602068e+00       5.428015593644e-04       1.334689152144e-03      -9.290279469799e-01       5.452996185001e-04       8.639395961050e-30       5.151862111822e-30       1.762969350998e-03       9.989426343565e-01 
       1.892385411365e+01       4.224769916089e-05      -1.240129396401e+00       5.605362985298e-04       7.970144280256e-07       1.992536070064e-06       1.595530560154e-11       3.985072140128e-07      -9.300970474091e-01       5.605363365329e-04       6.008267206672e-01       6.917451985662e-01      -1.240123467132e+00       5.595881816675e-04       1.419757680851e-03      -9.301056133684e-01       5.623290859601e-04       1.214151850239e-29       7.017551879638e-30       1.816431733244e-03       9.988767427687e-01 
       1.950347683868e+01       4.358649477462e-05      -1.241581822231e+00       5.773864673649e-04       8.737953912148e-07       2.184488478037e-06       1.861857584828e-11       4.368976956074e-07      -9.311863668056e-01       5.773865120925e-04       6.007972919459e-01       6.914920201148e-01      -1.241575125373e+00       5.763472074541e-04       1.507406467138e-03      -9.311960197660e-01       5.793461025839e-04       1.688823824622e-29       9.469721903278e-30       1.869762025170e-03       9.988089819157e-01 
       2.008309956371e+01       4.492795213058e-05      -1.243051079589e+00       5.942143255495e-04       9.554291531606e-07       2.388572882902e-06       2.163040022944e-11       4.777145765803e-07      -9.322883098522e-01       5.942143778919e-04       6.007667210772e-01       6.912378872109e-01      -1.243043542499e+00       5.930781857735e-04       1.597630454613e-03      -9.322991493616e-01       5.963506625592e-04       2.326350942981e-29       1.266557832708e-29       1.922960689200e-03       9.987393621295e-01 
       2.066272228873e+01       4.627207122874e-05      -1.244537124491e+00       6.110196002918e-04       1.042072493694e-06       2.605181234234e-06       2.502468571131e-11       5.210362468469e-07      -9.334028435612e-01       6.110196612228e-04       6.007350137445e-01       6.909828065134e-01      -1.244528670021e+00       6.097806605934e-04       1.690424494341e-03      -9.334149749539e-01       6.133427537848e-04       3.175305399771e-29       1.680042364461e-29       1.976028175977e-03       9.986678936960e-01 
       2.124234501376e+01       4.761885206913e-05      -1.246039895375e+00       6.278020114439e-04       1.133882798361e-06       2.834706995903e-06       2.883758118417e-11       5.669413991806e-07      -9.345299217622e-01       6.278020820270e-04       6.007021794037e-01       6.907267890223e-01      -1.246030441732e+00       6.264541679175e-04       1.785783344733e-03      -9.345434563100e-01       6.303223549803e-04       4.296791911370e-29       2.211309189878e-29       2.028964920174e-03       9.985945868553e-01 
       2.182196773878e+01       4.896829465173e-05      -1.247559351571e+00       6.445612916347e-04       1.231018083283e-06       3.077545208208e-06       3.310756282096e-11       6.155090416416e-07      -9.356695139533e-01       6.445613730283e-04       6.006682229450e-01       6.904698404621e-01      -1.247548812173e+00       6.430982559284e-04       1.883701671409e-03      -9.356845690147e-01       6.472894558207e-04       5.767138161961e-29       2.889056001965e-29       2.081771370464e-03       9.985194518019e-01 
       2.240159046381e+01       5.032039897655e-05      -1.249095447326e+00       6.612971729409e-04       1.333636964923e-06       3.334092412308e-06       3.787551928709e-11       6.668184824616e-07      -9.368215858202e-01       6.612972664047e-04       6.006331503221e-01       6.902119677759e-01      -1.249083730659e+00       6.597124716701e-04       1.984174047668e-03      -9.368382849886e-01       6.642440436121e-04       7.680959820904e-29       3.747753194527e-29       2.134447969707e-03       9.984424986848e-01 
       2.301621198970e+01       5.175705379149e-05      -1.250742423180e+00       6.790177446516e-04       1.448619878260e-06       3.621549695650e-06       4.352375464611e-11       7.243099391301e-07      -9.380568177722e-01       6.790178524090e-04       6.005947468986e-01       6.899375220027e-01      -1.250729352532e+00       6.772967530537e-04       2.093497033282e-03      -9.380754024502e-01       6.822087017657e-04       1.032519788994e-28       4.902592542439e-29       2.190163933148e-03       9.983589241951e-01 
       2.363083351558e+01       5.319670149617e-05      -1.252408000232e+00       6.967113916146e-04       1.570138176551e-06       3.925345441378e-06       4.983564707827e-11       7.850690882756e-07      -9.393060006327e-01       6.967115153356e-04       6.005551026054e-01       6.896620536587e-01      -1.252393460770e+00       6.948464002503e-04       2.205678920157e-03      -9.393266247577e-01       7.001592601594e-04       1.377127558336e-28       6.367815668067e-29       2.245734907658e-03       9.982733288086e-01 
       2.424545504147e+01       5.463934209059e-05      -1.254092120284e+00       7.143777996267e-04       1.698383133897e-06       4.245957834741e-06       5.686950011510e-11       8.491915669483e-07      -9.405690907527e-01       7.143779411231e-04       6.005142251679e-01       6.893855717455e-01      -1.254075990765e+00       7.123608763636e-04       2.320712900725e-03      -9.405919162352e-01       7.180957022285e-04       1.823125447968e-28       8.214923051020e-29       2.301161410692e-03       9.981857244607e-01 
       2.486007656735e+01       5.608497557474e-05      -1.255794732469e+00       7.320166614954e-04       1.833546752621e-06       4.583866881552e-06       6.468712926494e-11       9.167733763104e-07      -9.418460499846e-01       7.320168227289e-04       6.004721206672e-01       6.891080833673e-01      -1.255776885061e+00       7.298396508238e-04       2.438592052207e-03      -9.418712468902e-01       7.360180161381e-04       2.396517438594e-28       1.052858699374e-28       2.356443963904e-03       9.980961230307e-01 
       2.547469809324e+01       5.753360194864e-05      -1.257515797671e+00       7.496276804604e-04       1.975821763279e-06       4.939554408198e-06       7.335398516528e-11       9.879108816396e-07      -9.431368489919e-01       7.496278635505e-04       6.004287925562e-01       6.888295926291e-01      -1.257496097763e+00       7.472822028244e-04       2.559309338080e-03      -9.431645957222e-01       7.539261982099e-04       3.129071639142e-28       1.341246496521e-28       2.411583098142e-03       9.980045363420e-01 
       2.608931961912e+01       5.898522121227e-05      -1.259255224514e+00       7.672105287527e-04       2.125401503186e-06       5.313503757964e-06       8.293927372742e-11       1.062700751593e-06      -9.444414192441e-01       7.672107359855e-04       6.003842556016e-01       6.885501166373e-01      -1.259233530539e+00       7.646879798962e-04       2.682857607105e-03      -9.444719027159e-01       7.718202114851e-04       4.059493796138e-28       1.698975903098e-28       2.466579292039e-03       9.979109761627e-01 
       2.670394114501e+01       6.043983336563e-05      -1.261012988354e+00       7.847649240777e-04       2.282480104468e-06       5.706200261169e-06       9.351608928700e-11       1.141240052234e-06      -9.457597422597e-01       7.847651579143e-04       6.003385100258e-01       6.882696557528e-01      -1.260989151601e+00       7.820564744048e-04       2.809229593806e-03      -9.457931580830e-01       7.897000622127e-04       5.234686855935e-28       2.140364409064e-28       2.521433085685e-03       9.978154542053e-01 
       2.743339351720e+01       6.217009720194e-05      -1.263122853018e+00       8.055616857828e-04       2.478905723415e-06       6.197264308538e-06       1.074622483282e-10       1.239452861708e-06      -9.473421409408e-01       8.055619546415e-04       6.002826641546e-01       6.879355349991e-01      -1.263096270049e+00       8.026208334011e-04       2.962866047347e-03      -9.473793030537e-01       8.109020239267e-04       7.025613762036e-28       2.796015118565e-28       2.586351195244e-03       9.976995559743e-01 
       2.816284588939e+01       6.390457673211e-05      -1.265258360082e+00       8.263174406875e-04       2.686495102545e-06       6.716237756363e-06       1.230503343853e-10       1.343247551273e-06      -9.489437714486e-01       8.263177486188e-04       6.002251403198e-01       6.876000554191e-01      -1.265228798506e+00       8.231310513172e-04       3.120456962239e-03      -9.489849830311e-01       8.320839854934e-04       9.356441761352e-28       3.626562520882e-28       2.651070269401e-03       9.975809302486e-01 
       2.889229826159e+01       6.564327195615e-05      -1.267419412911e+00       8.470316946703e-04       2.905576281596e-06       7.263940703990e-06       1.404253586008e-10       1.452788140798e-06      -9.505645613102e-01       8.470320460675e-04       6.001659506480e-01       6.872632311404e-01      -1.267386627375e+00       8.435862539948e-04       3.281989572780e-03      -9.506101410345e-01       8.532459227855e-04       1.236902931318e-27       4.672523754592e-28       2.715591144565e-03       9.974595963091e-01 
       2.962175063378e+01       6.738618287405e-05      -1.269605909505e+00       8.677039543724e-04       3.136478532982e-06       7.841196332455e-06       1.597411665252e-10       1.568239266491e-06      -9.522044340297e-01       8.677043539908e-04       6.001051083418e-01       6.869250775121e-01      -1.269569641331e+00       8.639855669000e-04       3.447450890073e-03      -9.522547164006e-01       8.743878079821e-04       1.623754169854e-27       5.982170887560e-28       2.779914646346e-03       9.973355733294e-01 
       3.035120300598e+01       6.913330948582e-05      -1.271817761717e+00       8.883337413937e-04       3.379532383635e-06       8.448830959088e-06       1.811607571284e-10       1.689766191818e-06      -9.538633234995e-01       8.883341943708e-04       6.000426235001e-01       6.865856063018e-01      -1.271777738522e+00       8.843281293551e-04       3.616827702976e-03      -9.539186591926e-01       8.955096237774e-04       2.117434897008e-27       7.611841056038e-28       2.844041610709e-03       9.972088803766e-01 
       3.108065537817e+01       7.088465179146e-05      -1.274054895711e+00       9.089205938988e-04       3.635069602719e-06       9.087674006797e-06       2.048566050892e-10       1.817534801359e-06      -9.555411743461e-01       9.089211057743e-04       5.999785029864e-01       6.862448255846e-01      -1.274010831041e+00       9.046130961794e-04       3.790106581032e-03      -9.556019305421e-01       9.166113649970e-04       2.743710309855e-27       9.629617674513e-28       2.907972886259e-03       9.970795364125e-01 
       3.181010775036e+01       7.264020979097e-05      -1.276317174171e+00       9.294640057016e-04       3.903422928993e-06       9.758557322483e-06       2.310109723717e-10       1.951711464497e-06      -9.572378835882e-01       9.294645824384e-04       5.999127673871e-01       6.859027591884e-01      -1.276268767127e+00       9.248395768101e-04       3.967273873342e-03      -9.573044443040e-01       9.376929776956e-04       3.533728795432e-27       1.211579601948e-27       2.971709243876e-03       9.969475602935e-01 
       3.257507976399e+01       7.448578078740e-05      -1.278716568801e+00       9.509606130816e-04       4.198975529739e-06       1.049743882435e-05       2.612900743945e-10       2.099487764870e-06      -9.590374300298e-01       9.509612647294e-04       5.998420972227e-01       6.855426569306e-01      -1.278663268517e+00       9.459872375410e-04       4.157229965444e-03      -9.591105091709e-01       9.597795242667e-04       4.579199600467e-27       1.533046154980e-27       3.038340715813e-03       9.968063507267e-01 
       3.334005177761e+01       7.633598802776e-05      -1.281143410619e+00       9.724084024856e-04       4.509376619189e-06       1.127344154797e-05       2.947189020616e-10       2.254688309595e-06      -9.608575619226e-01       9.724091366307e-04       5.997696743487e-01       6.851811680971e-01      -1.281084852338e+00       9.670686644792e-04       4.351430863673e-03      -9.609376208734e-01       9.818438943868e-04       5.898278839204e-27       1.929231166648e-27       3.104759665610e-03       9.966622885520e-01 
       3.410502379123e+01       7.819083151204e-05      -1.283597627205e+00       9.938068759168e-04       4.835014156953e-06       1.208753539238e-05       3.315448093089e-10       2.417507078477e-06      -9.626982249580e-01       9.938077007120e-04       5.996955034716e-01       6.848182982812e-01      -1.283533428180e+00       9.880829129235e-04       4.549860052139e-03      -9.627857456707e-01       1.003886096053e-03       7.553691055823e-27       2.415027113667e-27       3.170967068532e-03       9.965153951492e-01 
       3.486999580485e+01       8.005031124026e-05      -1.286079071337e+00       1.015155478795e-03       5.176277078913e-06       1.294069269728e-05       3.720286487323e-10       2.588138539456e-06      -9.645593087256e-01       1.015156402988e-03       5.996196054715e-01       6.844540716424e-01      -1.286008830374e+00       1.009028980518e-03       4.752500753375e-03      -9.646547941050e-01       1.025906075392e-03       9.620439143254e-27       3.007732367751e-27       3.236963801730e-03       9.963656917738e-01 
       3.563496781848e+01       8.191442721241e-05      -1.288587671233e+00       1.036453726751e-03       5.533555866592e-06       1.383388966648e-05       4.164452532051e-10       2.766777933296e-06      -9.664407593954e-01       1.036454759712e-03       5.995419846895e-01       6.840884933485e-01      -1.288510968231e+00       1.029905934092e-03       4.959335930610e-03      -9.665447336792e-01       1.047903843472e-03       1.218796389754e-26       3.727937783675e-27       3.302750832858e-03       9.962131995585e-01 
       3.639993983210e+01       8.378317942849e-05      -1.291123299026e+00       1.057701093105e-03       5.907241958990e-06       1.476810489747e-05       4.650838443290e-10       2.953620979495e-06      -9.683424810756e-01       1.057702244860e-03       5.994626575598e-01       6.837215824579e-01      -1.291039694524e+00       1.050712797184e-03       5.170348289216e-03      -9.684554902111e-01       1.069879363798e-03       1.536284264741e-26       4.600044603378e-27       3.368329052725e-03       9.960579395140e-01 
       3.716491184572e+01       8.565656788850e-05      -1.293685837983e+00       1.078897066006e-03       6.297727992192e-06       1.574431998048e-05       5.182485033298e-10       3.148863996096e-06      -9.702643862230e-01       1.078898347262e-03       5.993816379947e-01       6.833533551154e-01      -1.293594872696e+00       1.071448607226e-03       5.385520276462e-03      -9.703869982395e-01       1.091832609464e-03       1.927161387364e-26       5.651778225707e-27       3.433699360521e-03       9.958999325291e-01 
       3.804254473975e+01       8.781156944507e-05      -1.296658785963e+00       1.103150721310e-03       6.766925058242e-06       1.691731264561e-05       5.852314612175e-10       3.383462529121e-06      -9.724940984028e-01       1.103152165256e-03       5.992866161794e-01       6.829292926143e-01      -1.296558783876e+00       1.095149529954e-03       5.637482237258e-03      -9.726284562622e-01       1.116991551445e-03       2.485392004591e-26       7.120080752770e-27       3.508442127145e-03       9.957152984117e-01 
       3.892017763378e+01       8.997267340583e-05      -1.299666863289e+00       1.127335344787e-03       7.259349751828e-06       1.814837437957e-05       6.591007273027e-10       3.629674875914e-06      -9.747501577418e-01       1.127336967593e-03       5.991893973446e-01       6.825035329651e-01      -1.299557161787e+00       1.118754266352e-03       5.894868505880e-03      -9.748970731613e-01       1.142121136128e-03       3.186661985730e-26       8.920942228776e-27       3.582913802760e-03       9.955271071637e-01 
       3.979781052781e+01       9.213987977077e-05      -1.302709883454e+00       1.151450181540e-03       7.775600187534e-06       1.943900046883e-05       7.403925219998e-10       3.887800093767e-06      -9.770324243742e-01       1.151452000562e-03       5.990900042105e-01       6.820761024894e-01      -1.302589787743e+00       1.142261376824e-03       6.157651338029e-03      -9.771927441872e-01       1.167221315622e-03       4.062957284208e-26       1.112022289112e-26       3.657115705882e-03       9.953353897462e-01 
       4.067544342184e+01       9.431318853988e-05      -1.305787707906e+00       1.175494533268e-03       8.316276528022e-06       2.079069132005e-05       8.296723119780e-10       4.158138264011e-06      -9.793407944024e-01       1.175496567109e-03       5.989884488581e-01       6.816470153078e-01      -1.305656490217e+00       1.165669477088e-03       6.425802554678e-03      -9.795154011734e-01       1.192292089685e-03       5.152580539835e-26       1.379671319561e-26       3.731049215893e-03       9.951401769162e-01 
       4.155307631586e+01       9.649259971318e-05      -1.308900138476e+00       1.199467652610e-03       8.881980204475e-06       2.220495051119e-05       9.275357024090e-10       4.440990102238e-06      -9.816751192169e-01       1.199469921182e-03       5.988847561951e-01       6.812163002327e-01      -1.308757037258e+00       1.188977132614e-03       6.699293542299e-03      -9.818649318495e-01       1.217333400098e-03       6.501261288063e-26       1.704051259873e-26       3.804715616070e-03       9.949414992273e-01 
       4.243070920989e+01       9.867811329066e-05      -1.312047018541e+00       1.223368843068e-03       9.473314523930e-06       2.368328630982e-05       1.034609473572e-09       4.736657261965e-06      -9.840352813673e-01       1.223371367649e-03       5.987789419121e-01       6.807839754801e-01      -1.311891237655e+00       1.212182958632e-03       6.978095254643e-03      -9.842412557038e-01       1.242345230625e-03       8.163108324713e-26       2.095126272823e-26       3.878116242577e-03       9.947393870307e-01 
       4.330834210392e+01       1.008697292723e-04      -1.315228191042e+00       1.247197418354e-03       1.009088433697e-05       2.522721084243e-05       1.151552542073e-09       5.045442168486e-06      -9.864211630789e-01       1.247200221652e-03       5.986710216137e-01       6.803500591700e-01      -1.315058898958e+00       1.235285579576e-03       7.262178218184e-03      -9.866442924922e-01       1.267327566391e-03       1.020166043793e-25       2.564457083736e-26       3.951252423840e-03       9.945338704779e-01 
       4.433120776440e+01       1.034317197686e-04      -1.318978841983e+00       1.274876653418e-03       1.084456533491e-05       2.711141333728e-05       1.301225186425e-09       5.422282667455e-06      -9.892341543315e-01       1.274879812210e-03       5.985426084900e-01       6.798423564379e-01      -1.318792705271e+00       1.262079206715e-03       7.599896565167e-03      -9.894785820196e-01       1.296406785064e-03       1.315324077566e-25       3.229356231803e-26       4.036159381057e-03       9.942900884217e-01 
       4.535407342489e+01       1.060019994604e-04      -1.322775556935e+00       1.302455220662e-03       1.163566869361e-05       2.908917173403e-05       1.466399422940e-09       5.817834346806e-06      -9.920816939734e-01       1.302458770310e-03       5.984113917582e-01       6.793325579528e-01      -1.322571338189e+00       1.288728582624e-03       7.944700012971e-03      -9.923488824073e-01       1.325445842135e-03       1.686026538982e-25       4.046488520666e-26       4.120710911577e-03       9.940417698214e-01 
       4.637693908537e+01       1.085805683477e-04      -1.326618094803e+00       1.329932092680e-03       1.246515914884e-05       3.116289787209e-05       1.648294724210e-09       6.232579574418e-06      -9.949636012211e-01       1.329936071151e-03       5.982773936122e-01       6.788206894896e-01      -1.326394496429e+00       1.315231584485e-03       8.296539730484e-03      -9.952550752462e-01       1.354444728036e-03       2.149313999992e-25       5.045267103290e-26       4.204909090475e-03       9.937889613973e-01 
       4.739980474585e+01       1.111674264305e-04      -1.330506162012e+00       1.357306201170e-03       1.333400314123e-05       3.333500785307e-05       1.848197915854e-09       6.667001570613e-06      -9.978796559338e-01       1.357310649165e-03       5.981406474102e-01       6.783067895834e-01      -1.330261824736e+00       1.341586047444e-03       8.655366116429e-03      -9.981970037996e-01       1.383403376265e-03       2.725413706889e-25       6.257969878634e-26       4.288755890970e-03       9.935317095115e-01 
       4.842267040633e+01       1.137625737087e-04      -1.334439526507e+00       1.384576565887e-03       1.424316989146e-05       3.560792472865e-05       2.067465598046e-09       7.121584945730e-06      -1.000829684113e+00       1.384581526974e-03       5.980011727718e-01       6.777908810429e-01      -1.334173027876e+00       1.367789893768e-03       9.021128810488e-03      -1.001174558487e+00       1.412321792420e-03       3.438198636314e-25       7.724264034728e-26       4.372253376577e-03       9.932700601715e-01 
       4.944553606682e+01       1.163660101825e-04      -1.338417897035e+00       1.411742155783e-03       1.519362990537e-05       3.798407476342e-05       2.307526255019e-09       7.596814952683e-06      -1.003813467366e+00       1.411747676528e-03       5.978590019458e-01       6.772730011329e-01      -1.338127749923e+00       1.393840994169e-03       9.393776698752e-03      -1.004187586331e+00       1.441199915416e-03       4.316050243007e-25       9.494356266238e-26       4.455403494441e-03       9.930040590336e-01 
       5.046840172730e+01       1.189777358517e-04      -1.342441004576e+00       1.438801982399e-03       1.618635570701e-05       4.046588926752e-05       2.569882694453e-09       8.093177853503e-06      -1.006830803976e+00       1.438808112509e-03       5.977141620564e-01       6.767531812192e-01      -1.342125655682e+00       1.419737261396e-03       9.773257914965e-03      -1.007235952012e+00       1.470037710958e-03       5.392832675910e-25       1.162519633192e-25       4.538208215266e-03       9.927337514045e-01 
       5.152436589824e+01       1.216826692073e-04      -1.346640947585e+00       1.466625453817e-03       1.725657723662e-05       4.314144309154e-05       2.865793773677e-09       8.628288618309e-06      -1.009980768062e+00       1.466632268634e-03       5.975618623497e-01       6.762145366994e-01      -1.346297880136e+00       1.446306879412e-03       1.017213140106e-02      -1.010419892690e+00       1.499766325082e-03       6.755461385952e-25       1.426466680362e-25       4.623332126195e-03       9.924502268944e-01 
       5.258033006918e+01       1.243964368916e-04      -1.350888005722e+00       1.494334146189e-03       1.837395439489e-05       4.593488598722e-05       3.188977058672e-09       9.186977197444e-06      -1.013166069249e+00       1.494341705970e-03       5.974067717832e-01       6.756738867551e-01      -1.350515416002e+00       1.472707040488e-03       1.057817281741e-02      -1.013641219273e+00       1.529451914449e-03       8.423545640532e-25       1.742166126076e-25       4.708092183733e-03       9.921622096793e-01 
       5.363629424012e+01       1.271190389045e-04      -1.355181877455e+00       1.521927023415e-03       1.953968102082e-05       4.884920255205e-05       3.541393000671e-09       9.769840510410e-06      -1.016386481453e+00       1.521935392357e-03       5.972489193507e-01       6.751312661862e-01      -1.354777883914e+00       1.498935499049e-03       1.099132262778e-02      -1.016899781910e+00       1.559094440348e-03       1.045652728515e-24       2.119045853625e-25       4.792490500149e-03       9.918697484578e-01 
       5.469225841106e+01       1.298504752460e-04      -1.359522263552e+00       1.549403071145e-03       2.075470699438e-05       5.188676748596e-05       3.925014962589e-09       1.037735349719e-05      -1.019641780320e+00       1.549412317570e-03       5.970883356876e-01       6.745867088596e-01      -1.359084905100e+00       1.524990031541e-03       1.141152047375e-02      -1.020195433520e+00       1.588693868253e-03       1.292482173260e-24       2.568892686850e-25       4.876529175945e-03       9.915728915461e-01 
       5.574822258200e+01       1.325907459161e-04      -1.363908868430e+00       1.576761298770e-03       2.202021869461e-05       5.505054673654e-05       4.341998388868e-09       1.101010934731e-05      -1.022931744238e+00       1.576771495313e-03       5.969250479956e-01       6.740402473728e-01      -1.363436102739e+00       1.550868438650e-03       1.183870517736e-02      -1.023528030781e+00       1.618250169915e-03       1.591178469497e-24       3.103998192988e-25       4.960210303392e-03       9.912716868792e-01 
       5.680418675293e+01       1.353398509148e-04      -1.368341396491e+00       1.604000734710e-03       2.333738856872e-05       5.834347142180e-05       4.794602007317e-09       1.166869428436e-05      -1.026256151585e+00       1.604011958530e-03       5.967590834579e-01       6.734919139799e-01      -1.367831098288e+00       1.576568540819e-03       1.227281475131e-02      -1.026897431371e+00       1.647763318751e-03       1.951393136313e-24       3.736153238406e-25       5.043535959770e-03       9.909661820153e-01 
       5.786015092387e+01       1.380977902422e-04      -1.372819552109e+00       1.631120426286e-03       2.470747891848e-05       6.176869729619e-05       5.285234840173e-09       1.235373945924e-05      -1.029614780729e+00       1.631132759305e-03       5.965904682830e-01       6.729417406054e-01      -1.372269511483e+00       1.602088178361e-03       1.271378641052e-02      -1.030303493932e+00       1.677233289831e-03       2.384108084976e-24       4.478951337578e-25       5.126508207425e-03       9.906564241396e-01 
       5.906520022033e+01       1.412558994348e-04      -1.377985329033e+00       1.661921506386e-03       2.633751035826e-05       6.584377589564e-05       5.894949647555e-09       1.316875517913e-05      -1.033489129099e+00       1.661935211791e-03       5.963948379564e-01       6.723116812996e-01      -1.377387124524e+00       1.630987575633e-03       1.322531849991e-02      -1.034235057796e+00       1.710811179821e-03       2.982790094400e-24       5.486699987560e-25       5.220765667390e-03       9.902977972316e-01 
       6.027024951679e+01       1.444255135795e-04      -1.383209695412e+00       1.692564059970e-03       2.804104680841e-05       7.010261702102e-05       6.561971352024e-09       1.402052340420e-05      -1.037407421287e+00       1.692579259284e-03       5.961958212788e-01       6.716793151097e-01      -1.382560205538e+00       1.659646010447e-03       1.374560853670e-02      -1.038213971405e+00       1.744332767684e-03       3.714811353668e-24       6.699007787900e-25       5.314568556082e-03       9.899337615705e-01 
       6.147529881324e+01       1.476066326761e-04      -1.388492209636e+00       1.723046756272e-03       2.982203800235e-05       7.455509500588e-05       7.291594030366e-09       1.491101900118e-05      -1.041369326236e+00       1.723063580440e-03       5.959934417334e-01       6.710446884892e-01      -1.387788179027e+00       1.688060365465e-03       1.427455946604e-02      -1.042240027522e+00       1.777798020469e-03       4.606851687055e-24       8.150261346511e-25       5.407919866685e-03       9.895643855266e-01 
       6.268034810970e+01       1.507992567248e-04      -1.393832430877e+00       1.753368296339e-03       3.168703778961e-05       7.921759447401e-05       8.090903383941e-09       1.584351889480e-05      -1.045374513491e+00       1.753386887971e-03       5.957877048470e-01       6.704078471636e-01      -1.393070467406e+00       1.716227558971e-03       1.481207292856e-02      -1.046313021043e+00       1.811206909062e-03       5.689716540593e-24       9.871276262292e-25       5.500822573927e-03       9.891897368571e-01 
