#scalar perturbations for mode k = 1.000000000000e-04 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:V_x_smg               19:V_x_prime_smg         20:h_prime               21:eta                
       1.173673435888e+00       2.537711185646e-06      -1.203987799085e+00       3.525141140982e-09       1.810513409516e-14       4.526283523789e-14       1.307732609355e-23       9.052567047578e-15      -9.029908493140e-01       3.525141140982e-09       6.011457488493e-01       6.990030509184e-01      -1.203987799085e+00       3.525141138816e-09       5.517796473707e-10      -9.029908493140e-01       3.525141145460e-09       1.269188929984e-46       6.243572071511e-46       1.170649182226e-08       9.999999995438e-01 
       1.208786878532e+00       2.613801445215e-06      -1.204040712246e+00       3.630531772825e-09       1.978132559729e-14       4.945331399322e-14       1.515770318763e-23       9.890662798644e-15      -9.030305341842e-01       3.630531772825e-09       6.011463580616e-01       6.989898226702e-01      -1.204040712246e+00       3.630531770458e-09       5.852810239695e-10      -9.030305341842e-01       3.630531777717e-09       1.524133884166e-46       8.351005941431e-46       1.205579324937e-08       9.999999995161e-01 
       1.243900321175e+00       2.689901473152e-06      -1.204093476757e+00       3.735917742368e-09       2.155803273082e-14       5.389508182705e-14       1.749503002663e-23       1.077901636541e-14      -9.030701075674e-01       3.735917742368e-09       6.011469944288e-01       6.989766315856e-01      -1.204093476757e+00       3.735917739788e-09       6.197692185181e-10      -9.030701075674e-01       3.735917747697e-09       1.864409175785e-46       1.112229121421e-45       1.240504089050e-08       9.999999994877e-01 
       1.376108115958e+00       2.976518025480e-06      -1.204289606581e+00       4.132666416949e-09       2.920001822431e-14       7.300004556076e-14       2.901569490499e-23       1.460000911215e-14      -9.032172049358e-01       4.132666416949e-09       6.011499544007e-01       6.989275993028e-01      -1.204289606581e+00       4.132666413455e-09       7.584746789336e-10      -9.032172049358e-01       4.132666424162e-09       4.478298187720e-46       3.086155272651e-45       1.371953284659e-08       9.999999993732e-01 
       1.508315910741e+00       3.263273058527e-06      -1.204485935546e+00       4.529354500791e-09       3.846586817798e-14       9.616467044495e-14       4.594255982641e-23       1.923293408899e-14      -9.033644516593e-01       4.529354500791e-09       6.011528106190e-01       6.988785172525e-01      -1.204485935546e+00       4.529354496188e-09       9.111666123688e-10      -9.033644516593e-01       4.529354510286e-09       1.136289763664e-45       7.772428031125e-45       1.503326425118e-08       9.999999992473e-01 
       1.640523705524e+00       3.550166572291e-06      -1.204683558289e+00       4.925986843787e-09       4.951305878106e-14       1.237826469526e-13       6.999226329781e-23       2.475652939053e-14      -9.035126687170e-01       4.925986843787e-09       6.011552984883e-01       6.988291117750e-01      -1.204683558289e+00       4.925986837863e-09       1.077842776758e-09      -9.035126687170e-01       4.925986856000e-09       2.782778874403e-45       1.802275791971e-44       1.634623605620e-08       9.999999991099e-01 
       1.772731500306e+00       3.837198566774e-06      -1.204881330908e+00       5.322559850531e-09       6.249924890081e-14       1.562481222520e-13       1.032134191126e-22       3.124962445040e-14      -9.036609981807e-01       5.322559850531e-09       6.011577026812e-01       6.987796688462e-01      -1.204881330908e+00       5.322559843054e-09       1.258501016724e-09      -9.036609981807e-01       5.322559865937e-09       6.431007170808e-45       3.892138341696e-44       1.765844918585e-08       9.999999989611e-01 
       1.904939295089e+00       4.124369041974e-06      -1.205078509389e+00       5.719070315206e-09       7.758232940549e-14       1.939558235137e-13       1.480166843210e-22       3.879116470275e-14      -9.038088820419e-01       5.719070315206e-09       6.011601734183e-01       6.987303744691e-01      -1.205078509389e+00       5.719070305924e-09       1.453139698612e-09      -9.038088820419e-01       5.719070334315e-09       1.404260844069e-44       7.950875460693e-44       1.896990438370e-08       9.999999988009e-01 
       2.037147089872e+00       4.411677997893e-06      -1.205275162869e+00       6.115518194002e-09       9.492046529708e-14       2.373011632427e-13       2.072050285730e-22       4.746023264854e-14      -9.039563721514e-01       6.115518194002e-09       6.011627024236e-01       6.986812113601e-01      -1.205275162869e+00       6.115518182647e-09       1.661756762756e-09      -9.039563721514e-01       6.115518217364e-09       2.917005585804e-44       1.552511881683e-43       2.028060279677e-08       9.999999986292e-01 
       2.365358843862e+00       5.125533932647e-06      -1.205764585077e+00       7.099465554407e-09       1.487354556956e-13       3.718386392390e-13       4.382536624395e-22       7.436772784779e-14      -9.043234388076e-01       7.099465554407e-09       6.011684654012e-01       6.985588565309e-01      -1.205764585077e+00       7.099465536617e-09       2.240068497109e-09      -9.043234388076e-01       7.099465590949e-09       1.652067963666e-43       7.026846264548e-43       2.353120355641e-08       9.999999981538e-01 
       2.693570597851e+00       5.840243327937e-06      -1.206251974924e+00       8.083033699293e-09       2.198560982826e-13       5.496402457065e-13       8.410720867498e-22       1.099280491413e-13      -9.046889811928e-01       8.083033699293e-09       6.011744699789e-01       6.984370098997e-01      -1.206251974924e+00       8.083033672999e-09       2.904481509978e-09      -9.046889811928e-01       8.083033753209e-09       6.938028289367e-43       2.578788366362e-42       2.677715936753e-08       9.999999976083e-01 
       3.021782351841e+00       6.555806183764e-06      -1.206737060483e+00       9.066218363477e-09       3.107221553247e-13       7.768053883117e-13       1.497811813344e-21       1.553610776623e-13      -9.050527953626e-01       9.066218363477e-09       6.011807946188e-01       6.983157394478e-01      -1.206737060483e+00       9.066218326320e-09       3.654962986231e-09      -9.050527953626e-01       9.066218439538e-09       2.379731143177e-42       7.898763895033e-42       3.001848408263e-08       9.999999969929e-01 
       3.349994105831e+00       7.272222500126e-06      -1.207220552962e+00       1.004902259508e-08       4.237830078497e-13       1.059457519624e-12       2.513683965758e-21       2.118915039248e-13      -9.054154147216e-01       1.004902259508e-08       6.011872785469e-01       6.981948673738e-01      -1.207220552962e+00       1.004902254441e-08       4.491479637674e-09      -9.054154147216e-01       1.004902269863e-08       7.153968011364e-42       2.174818681673e-41       3.325519154455e-08       9.999999963080e-01 
       3.678205859821e+00       7.989492277024e-06      -1.207702956828e+00       1.103144986791e-08       5.614975925271e-13       1.403743981318e-12       4.019935462072e-21       2.807487962635e-13      -9.057772176207e-01       1.103144986791e-08       6.011938053990e-01       6.980742675606e-01      -1.207702956828e+00       1.103144980078e-08       5.413998078333e-09      -9.057772176207e-01       1.103145000486e-08       1.952996130597e-41       5.505898504723e-41       3.648729570210e-08       9.999999955536e-01 
       4.269705570856e+00       9.284303213961e-06      -1.208569587987e+00       1.280101812576e-08       8.798421675231e-13       2.199605418808e-12       8.506212403344e-21       4.399210837616e-13      -9.064271909906e-01       1.280101812576e-08       6.012056921557e-01       6.978576121201e-01      -1.208569587987e+00       1.280101802059e-08       7.293601357193e-09      -9.064271909906e-01       1.280101833965e-08       1.011621859079e-40       2.423758575460e-40       4.230057879317e-08       9.999999940194e-01 
       4.861205281891e+00       1.058188609366e-05      -1.209433500031e+00       1.456937250619e-08       1.300808138015e-12       3.252020345038e-12       1.633699701364e-20       6.504040690076e-13      -9.070751250231e-01       1.456937250619e-08       6.012174994987e-01       6.976416368076e-01      -1.209433500031e+00       1.456937235074e-08       9.452227457362e-09      -9.070751250231e-01       1.456937282138e-08       4.081421305023e-40       8.555279726349e-40       4.809903492556e-08       9.999999922616e-01 
       5.452704992927e+00       1.188224091611e-05      -1.210294933847e+00       1.633652014801e-08       1.839022376599e-12       4.597555941499e-12       2.912168771862e-20       9.195111882997e-13      -9.077212003853e-01       1.633652014801e-08       6.012291425966e-01       6.974262814003e-01      -1.210294933847e+00       1.633651992829e-08       1.188968613387e-08      -9.077212003853e-01       1.633652059217e-08       1.391438465688e-39       2.637630621586e-39       5.388274403936e-08       9.999999902814e-01 
       6.044204703962e+00       1.318536768132e-05      -1.211153802401e+00       1.810246456897e-08       2.509212174063e-12       6.273030435158e-12       4.892768811048e-20       1.254606087032e-12      -9.083653518005e-01       1.810246456897e-08       6.012406334790e-01       6.972115676571e-01      -1.211153802401e+00       1.810246426924e-08       1.460578777194e-08      -9.083653518005e-01       1.810246517300e-08       4.222286835530e-39       7.374886080938e-39       5.965178474409e-08       9.999999880801e-01 
       6.635704414998e+00       1.449126638929e-05      -1.212010008186e+00       1.986720854213e-08       3.326205465422e-12       8.315513663555e-12       7.834198523004e-20       1.663102732711e-12      -9.090075061395e-01       1.986720854213e-08       6.012520110004e-01       6.969975199539e-01      -1.212010008186e+00       1.986720814490e-08       1.760034038554e-08      -9.090075061395e-01       1.986720934022e-08       1.153403052596e-38       1.835949783523e-38       6.540623556076e-08       9.999999856589e-01 
       7.227204126033e+00       1.579993704002e-05      -1.212863537862e+00       2.163075573670e-08       4.304931205454e-12       1.076232801363e-11       1.205340496591e-19       2.152465602727e-12      -9.096476533962e-01       2.163075573670e-08       6.012632690528e-01       6.967841416261e-01      -1.212863537862e+00       2.163075522270e-08       2.087315656145e-08      -9.096476533962e-01       2.163075676626e-08       2.876265897762e-38       4.195374759070e-38       7.114617556817e-08       9.999999830189e-01 
       8.545593351069e+00       1.872679777311e-05      -1.214756100098e+00       2.555721993736e-08       7.144783781909e-12       1.786195945477e-11       2.810275851514e-19       3.572391890954e-12      -9.110670750733e-01       2.555721993736e-08       6.012880050381e-01       6.963110114359e-01      -1.214756100098e+00       2.555721908473e-08       2.916826709783e-08      -9.110670750733e-01       2.555722163372e-08       2.086792461788e-37       2.567276706549e-37       8.388805814486e-08       9.999999763535e-01 
       9.863982576105e+00       2.166742941093e-05      -1.216635169628e+00       2.947779040072e-08       1.103118968403e-11       2.757797421007e-11       5.808579702269e-19       5.515594842015e-12      -9.124763772211e-01       2.947779040074e-08       6.013122333996e-01       6.958412561464e-01      -1.216635169628e+00       2.947778908498e-08       3.884277408267e-08      -9.124763772211e-01       2.947779300086e-08       1.034073009573e-36       1.078215425949e-36       9.655908353318e-08       9.999999686204e-01 
       1.118237180114e+01       2.462183195349e-05      -1.218500846043e+00       3.339250581644e-08       1.613489571868e-11       4.033723929669e-11       1.097083563007e-18       8.067447859338e-12      -9.138756345324e-01       3.339250581647e-08       6.013359893654e-01       6.953748508574e-01      -1.218500846043e+00       3.339250389296e-08       4.989460980893e-08      -9.138756345325e-01       3.339250959206e-08       4.011143934010e-36       3.690483516374e-36       1.091600890645e-07       9.999999598324e-01 
       1.250076102618e+01       2.759000540079e-05      -1.220353264984e+00       3.730140542169e-08       2.262916598322e-11       5.657291495804e-11       1.931990286790e-18       1.131458299161e-11      -9.152649487382e-01       3.730140542175e-08       6.013592915147e-01       6.949117616561e-01      -1.220353264984e+00       3.730140272546e-08       6.232171727425e-08      -9.152649487383e-01       3.730141067877e-08       1.329297353202e-35       1.109032323855e-35       1.216919027589e-07       9.999999500023e-01 
       1.381915025121e+01       3.057194975283e-05      -1.222192486887e+00       4.120452563858e-08       3.068978889070e-11       7.672447222676e-11       3.217162478661e-18       1.534489444535e-11      -9.166443651654e-01       4.120452563867e-08       6.013821603201e-01       6.944519734308e-01      -1.222192486887e+00       4.120452198392e-08       7.612205743547e-08      -9.166443651654e-01       4.120453271684e-08       3.924232089931e-35       3.003499371555e-35       1.341553378496e-07       9.999999391427e-01 
       1.513753947625e+01       3.356766500960e-05      -1.224018658588e+00       4.510190513639e-08       4.049508880976e-11       1.012377220244e-10       5.117730832337e-18       2.024754440488e-11      -9.180139939408e-01       4.510190513653e-08       6.014045942371e-01       6.939954494701e-01      -1.224018658588e+00       4.510190031672e-08       9.129360742673e-08      -9.180139939408e-01       4.510191440886e-08       1.054954660901e-34       7.449462618507e-35       1.465511996344e-07       9.999999272658e-01 
       1.748839241203e+01       3.894357027614e-05      -1.227242711507e+00       5.203728306731e-08       6.287578147342e-11       1.571894536835e-10       1.069517128470e-17       3.143789073671e-11      -9.204320336303e-01       5.203728306760e-08       6.014435912664e-01       6.931894743014e-01      -1.227242711507e+00       5.203727559141e-08       1.217425223839e-07      -9.204320336303e-01       5.203729728041e-08       5.344190221410e-34       3.194323820495e-34       1.684893693717e-07       9.999999036023e-01 
       1.983924534781e+01       4.436326061859e-05      -1.230426251884e+00       5.895473166109e-08       9.242586015725e-11       2.310646503931e-10       2.040202322887e-17       4.621293007862e-11      -9.228196889131e-01       5.895473166164e-08       6.014812818736e-01       6.923936326959e-01      -1.230426251884e+00       5.895472068301e-08       1.565335606215e-07      -9.228196889132e-01       5.895475228750e-08       2.124784233780e-33       1.111133161959e-33       1.902195988817e-07       9.999998768118e-01 
       2.219009828359e+01       4.982673603695e-05      -1.233570001940e+00       6.585446024187e-08       1.302168708385e-10       3.255421770962e-10       3.625976229944e-17       6.510843541924e-11      -9.251775014550e-01       6.585446024283e-08       6.015176919497e-01       6.916077440845e-01      -1.233570001940e+00       6.585444479138e-08       1.956555400356e-07      -9.251775014552e-01       6.585448893212e-08       7.118311726549e-33       3.348746088143e-33       2.117461794192e-07       9.999998469608e-01 
       2.454095121937e+01       5.533399653123e-05      -1.236674613437e+00       7.273667306811e-08       1.773464696811e-10       4.433661742026e-10       6.090310636826e-17       8.867323484053e-11      -9.275059600778e-01       7.273667306970e-08       6.015528565185e-01       6.908316455126e-01      -1.236674613437e+00       7.273665204835e-08       2.390974098172e-07      -9.275059600780e-01       7.273671164603e-08       2.109634254997e-32       9.073961802486e-33       2.330733010389e-07       9.999998141147e-01 
       2.689180415515e+01       6.088504210142e-05      -1.239740685135e+00       7.960156873994e-08       2.349385698311e-10       5.873464245777e-10       9.768060970857e-17       1.174692849155e-10      -9.298055138513e-01       7.960156874247e-08       6.015868162034e-01       6.900651872767e-01      -1.239740685135e+00       7.960154092497e-08       2.868482507908e-07      -9.298055138517e-01       7.960161919817e-08       5.680334481792e-32       2.251991139048e-32       2.542050495286e-07       9.999997783370e-01 
       2.924265709094e+01       6.647987274752e-05      -1.242768810780e+00       8.644934252586e-08       3.041434927267e-10       7.603587318168e-10       1.507619366411e-16       1.520717463634e-10      -9.320766080852e-01       8.644934252972e-08       6.016196089277e-01       6.893082209267e-01      -1.242768810780e+00       8.644930655833e-08       3.388972689178e-07      -9.320766080857e-01       8.644940702144e-08       1.411717599302e-31       5.182414857364e-32       2.751454089296e-07       9.999997396901e-01 
       3.282558134367e+01       7.509114842401e-05      -1.247312380407e+00       9.685350937009e-08       4.346225404333e-10       1.086556351083e-09       2.748669721429e-16       2.173112702167e-10      -9.354842853053e-01       9.685350937704e-08       6.016674055442e-01       6.881724379839e-01      -1.247312380406e+00       9.685345806353e-08       4.264683262061e-07      -9.354842853060e-01       9.685359976930e-08       4.997919926347e-31       1.634720996541e-31       3.067011387744e-07       9.999996754068e-01 
       3.640850559641e+01       8.380413100524e-05      -1.251771369688e+00       1.072190317467e-07       5.991032142840e-10       1.497758035710e-09       4.719166752923e-16       2.995516071420e-10      -9.388285272658e-01       1.072190317584e-07       6.017126701465e-01       6.870578125302e-01      -1.251771369687e+00       1.072189611530e-07       5.239614075155e-07      -9.388285272669e-01       1.072191539782e-07       1.534193226405e-30       4.477837775565e-31       3.378346514897e-07       9.999996048091e-01 
       3.999142984914e+01       9.261882049123e-05      -1.256147790875e+00       1.175465658735e-07       8.020167536381e-10       2.005041884095e-09       7.716400349770e-16       4.010083768191e-10      -9.421108431561e-01       1.175465658925e-07       6.017554953662e-01       6.859638414569e-01      -1.256147790874e+00       1.175464715487e-07       6.313399838397e-07      -9.421108431577e-01       1.175467263911e-07       4.187397348180e-30       1.105235182629e-30       3.685588028580e-07       9.999995280998e-01 
       4.357435410188e+01       1.015352168820e-04      -1.260443656510e+00       1.278367585698e-07       1.047940845639e-09       2.619852114097e-09       1.211721990312e-15       5.239704228194e-10      -9.453327423828e-01       1.278367585992e-07       6.017959668601e-01       6.848900215834e-01      -1.260443656509e+00       1.278366355619e-07       7.485681392448e-07      -9.453327423851e-01       1.278369643300e-07       1.046317601353e-29       2.547796339477e-30       3.988859883032e-07       9.999994454746e-01 
       4.715727835461e+01       1.105533201775e-04      -1.264660898175e+00       1.380902406467e-07       1.341600713053e-09       3.354001782633e-09       1.839076013727e-15       6.708003565266e-10      -9.484956736312e-01       1.380902406906e-07       6.018341882172e-01       6.838358699704e-01      -1.264660898173e+00       1.380900834840e-07       8.756104262521e-07      -9.484956736344e-01       1.380904990878e-07       2.449419858703e-29       5.590979207129e-30       4.288281510805e-07       9.999993571228e-01 
       5.074020260735e+01       1.196731303777e-04      -1.268801383147e+00       1.483076281465e-07       1.687870204434e-09       4.219675511084e-09       2.711222557012e-15       8.439351022169e-10      -9.516010373600e-01       1.483076282104e-07       6.018702569696e-01       6.828009197548e-01      -1.268801383143e+00       1.483074308264e-07       1.012431965745e-06      -9.516010373642e-01       1.483079471672e-07       5.443475978151e-29       1.172153739377e-29       4.583968014501e-07       9.999992632271e-01 
       5.432312686008e+01       1.288946474827e-04      -1.272866900960e+00       1.584895205143e-07       2.091790756456e-09       5.229476891139e-09       3.897846368589e-15       1.045895378228e-09      -9.546501757196e-01       1.584895206048e-07       6.019042611249e-01       6.817847235103e-01      -1.272866900955e+00       1.584892764919e-07       1.158998536215e-06      -9.546501757251e-01       1.584899084537e-07       1.154232041658e-28       2.341578897095e-29       4.876030393448e-07       9.999991639647e-01 
       5.989121972164e+01       1.434273197591e-04      -1.279040437282e+00       1.742437838992e-07       2.846650568449e-09       7.116626421123e-09       6.569413468487e-15       1.423325284225e-09      -9.592803279617e-01       1.742437840485e-07       6.019531261673e-01       6.802416482240e-01      -1.279040437276e+00       1.742434530054e-07       1.406033309491e-06      -9.592803279696e-01       1.742442964739e-07       3.417472459460e-28       6.293251126568e-29       5.322972249394e-07       9.999989994541e-01 
       6.545931258319e+01       1.582056258334e-04      -1.285043478094e+00       1.899158850299e-07       3.791382609713e-09       9.478456524281e-09       1.070090812424e-14       1.895691304856e-09      -9.637826085701e-01       1.899158852677e-07       6.019962429303e-01       6.787412259795e-01      -1.285043478084e+00       1.899154479931e-07       1.676398879148e-06      -9.637826085813e-01       1.899165448751e-07       9.143966416554e-28       1.527361048272e-28       5.761803260372e-07       9.999988230100e-01 
       7.102740544475e+01       1.732295657057e-04      -1.290880370198e+00       2.055076217533e-07       5.133840515101e-09       1.283460128775e-08       1.816331389008e-14       2.566920257550e-09      -9.681602776488e-01       2.055076221282e-07       6.020243968111e-01       6.772823699245e-01      -1.290880370185e+00       2.055070571218e-07       1.969974529767e-06      -9.681602776641e-01       2.055084528876e-07       2.238039687669e-27       3.419960315295e-28       6.192886904793e-07       9.999986352171e-01 
       7.659549830630e+01       1.884991393760e-04      -1.296556576182e+00       2.210208800885e-07       6.684794659194e-09       1.671198664799e-08       2.862323219100e-14       3.342397329597e-09      -9.724174321364e-01       2.210208806550e-07       6.020538035433e-01       6.758637142660e-01      -1.296556576164e+00       2.210201641724e-07       2.286642740754e-06      -9.724174321568e-01       2.210219078091e-07       5.092352226872e-27       7.197094524128e-28       6.616567213741e-07       9.999984366317e-01 
       8.216359116786e+01       2.040143468442e-04      -1.302079375090e+00       2.364578411443e-07       8.382257666132e-09       2.095564416533e-08       4.209000324917e-14       4.191128833066e-09      -9.765595313178e-01       2.364578419638e-07       6.020855392132e-01       6.744834390985e-01      -1.302079375067e+00       2.364569479549e-07       2.626288265088e-06      -9.765595313446e-01       2.364590919215e-07       1.091601863500e-26       1.438456098129e-27       7.033170038516e-07       9.999982277815e-01 
       8.773168402941e+01       2.197751881104e-04      -1.307455503963e+00       2.518206415862e-07       1.035251827498e-08       2.588129568744e-08       6.032535151254e-14       5.176259137489e-09      -9.805916279722e-01       2.518206427347e-07       6.021139209102e-01       6.731398600213e-01      -1.307455503932e+00       2.518195427819e-07       2.988798441716e-06      -9.805916280066e-01       2.518221429664e-07       2.225408368489e-26       2.749536238198e-27       7.443004276200e-07       9.999980091681e-01 
       9.329977689097e+01       2.357816631745e-04      -1.312690213963e+00       2.671111621218e-07       1.263020581399e-08       3.157551453497e-08       8.470850474669e-14       6.315102906994e-09      -9.845176604721e-01       2.671111636980e-07       6.021387482153e-01       6.718316641083e-01      -1.312690213923e+00       2.671098269618e-07       3.374064786447e-06      -9.845176605156e-01       2.671129426402e-07       4.343639391858e-26       5.051927908247e-27       7.846362657905e-07       9.999977812706e-01 
       1.002649439519e+02       2.561500895258e-04      -1.319046254045e+00       2.861390655620e-07       1.595421435828e-08       3.988553589571e-08       1.262876789362e-13       7.977107179142e-09      -9.892846905339e-01       2.861390678490e-07       6.021651861531e-01       6.702432963544e-01      -1.319046253991e+00       2.861373877319e-07       3.887873254444e-06      -9.892846905912e-01       2.861412368009e-07       9.513416510496e-26       1.030398143865e-26       8.342231936798e-07       9.999974838151e-01 
       1.072301110129e+02       2.769028759431e-04      -1.325196692992e+00       3.050598104497e-07       1.985834418509e-08       4.964586046273e-08       1.836938010889e-13       9.929172092545e-09      -9.938975197444e-01       3.050598136911e-07       6.021869481999e-01       6.687063729385e-01      -1.325196692921e+00       3.050577331409e-07       4.436923949420e-06      -9.938975198183e-01       3.050624200617e-07       1.976981533480e-25       2.001954406960e-26       8.828914180262e-07       9.999971733892e-01 
       1.141952780739e+02       2.980400224263e-04      -1.331150053350e+00       3.238765850650e-07       2.440108885376e-08       6.100272213440e-08       2.614905321280e-13       1.220054442688e-08      -9.983625400129e-01       3.238765895606e-07       6.022044177562e-01       6.672187629782e-01      -1.331150053258e+00       3.238740464874e-07       5.021019845756e-06      -9.983625401066e-01       3.238796821042e-07       3.921938412624e-25       3.729492059238e-26       9.306889910636e-07       9.999968507854e-01 
