# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  537       3.421411822260e-10       9.568099603169e-13      -1.978529630457e-12       9.201493595937e-15       6.034369469836e-14       1.100873675722e-15       1.583317144937e-16 
  538       3.420902260394e-10       9.650759024776e-13      -1.812093499012e-12       9.225137632985e-15       5.994342174068e-14       1.100046749407e-15       1.459546407022e-16 
  539       3.420092917887e-10       9.740273108912e-13      -1.646419184627e-12       9.248610818055e-15       5.954639336872e-14       1.100197589276e-15       1.336928851927e-16 
  540       3.418984048353e-10       9.836668484056e-13      -1.481620037332e-12       9.271909436842e-15       5.915256116694e-14       1.101330212530e-15       1.215536182696e-16 
  541       3.417576307902e-10       9.939962202389e-13      -1.317804088245e-12       9.295030087712e-15       5.876188123304e-14       1.103446640339e-15       1.095425327897e-16 
  542       3.415871866767e-10       1.005013398578e-12      -1.155053457706e-12       9.317970727375e-15       5.837433223609e-14       1.106541042619e-15       9.765911353407e-17 
  543       3.413873327998e-10       1.016715322684e-12      -9.934444058186e-13       9.340729653105e-15       5.798989782824e-14       1.110605434752e-15       8.590124124003e-17 
  544       3.411583363670e-10       1.029098807444e-12      -8.330540850750e-13       9.363305160111e-15       5.760856071967e-14       1.115631594598e-15       7.426674239372e-17 
  545       3.409004715235e-10       1.042160542684e-12      -6.739605440225e-13       9.385695541552e-15       5.723030267295e-14       1.121611061213e-15       6.275338894000e-17 
  546       3.406140193885e-10       1.055897092476e-12      -5.162427309324e-13       9.407899088564e-15       5.685510449732e-14       1.128535133577e-15       5.135889799204e-17 
  547       3.402992680909e-10       1.070304894453e-12      -3.599804974692e-13       9.429914090275e-15       5.648294604301e-14       1.136394869315e-15       4.008093154095e-17 
  548       3.399565128048e-10       1.085380259113e-12      -2.052546023590e-13       9.451738833830e-15       5.611380619559e-14       1.145181083420e-15       2.891709616549e-17 
  549       3.395860557856e-10       1.101119369134e-12      -5.214671505839e-14       9.473371604408e-15       5.574766287022e-14       1.154884346984e-15       1.786494274167e-17 
  550       3.391882064054e-10       1.117518278682e-12       9.926058057679e-14       9.494810685245e-15       5.538449300603e-14       1.165494985910e-15       6.921966152442e-18 
  551       3.387632811892e-10       1.134572912720e-12       2.488837826226e-13       9.516054357653e-15       5.502427256039e-14       1.177003079648e-15      -3.914395002673e-18 
  552       3.383116038503e-10       1.152279066320e-12       3.966384674185e-13       9.537100901042e-15       5.466697650328e-14       1.189398459911e-15      -1.464675869791e-17 
  553       3.378335053262e-10       1.170632403974e-12       5.424392858982e-13       9.557948592940e-15       5.431257881153e-14       1.202670709402e-15      -2.527779977161e-17 
  554       3.373293238144e-10       1.189628458900e-12       6.861999599211e-13       9.578595709014e-15       5.396105246321e-14       1.216809160536e-15      -3.581025021659e-17 
  555       3.367994048082e-10       1.209262632355e-12       8.278332786037e-13       9.599040523088e-15       5.361236943187e-14       1.231802894165e-15      -4.624689947043e-17 
  556       3.362441011325e-10       1.229530192946e-12       9.672510946506e-13       9.619281307168e-15       5.326650068095e-14       1.247640738304e-15      -5.659059470590e-17 
  557       3.356637729792e-10       1.250426275939e-12       1.104364320686e-12       9.639316331459e-15       5.292341615800e-14       1.264311266851e-15      -6.684424112123e-17 
  558       3.350587879435e-10       1.271945882566e-12       1.239082925584e-12       9.659143864387e-15       5.258308478906e-14       1.281802798313e-15      -7.701080223051e-17 
  559       3.344295210595e-10       1.294083879340e-12       1.371315930801e-12       9.678762172619e-15       5.224547447295e-14       1.300103394529e-15      -8.709330015400e-17 
  560       3.337763548355e-10       1.316834997364e-12       1.500971406707e-12       9.698169521084e-15       5.191055207558e-14       1.319200859396e-15      -9.709481590850e-17 
  561       3.330996792906e-10       1.340193831637e-12       1.627956468916e-12       9.717364172996e-15       5.157828342430e-14       1.339082737588e-15      -1.070184896977e-16 
  562       3.323998919898e-10       1.364154840371e-12       1.752177274617e-12       9.736344389868e-15       5.124863330216e-14       1.359736313288e-15      -1.168675212024e-16 
  563       3.316773980801e-10       1.388712344293e-12       1.873539018907e-12       9.755108431540e-15       5.092156544229e-14       1.381148608901e-15      -1.266451698712e-16 
  564       3.309326103260e-10       1.413860525962e-12       1.991945931119e-12       9.773654556195e-15       5.059704252215e-14       1.403306383790e-15      -1.363547552103e-16 
  565       3.301659553228e-10       1.439592932431e-12       2.107309851617e-12       9.791981333187e-15       5.027503072172e-14       1.426194058700e-15      -1.459989311083e-16 
  566       3.293778922389e-10       1.465900970561e-12       2.219576212485e-12       9.810088590348e-15       4.995551353857e-14       1.449787432880e-15      -1.555774876687e-16 
  567       3.285688946267e-10       1.492775371567e-12       2.328698719161e-12       9.827976491133e-15       4.963847831756e-14       1.474059802527e-15      -1.650894932999e-16 
  568       3.277394443277e-10       1.520206683279e-12       2.434630830111e-12       9.845645224163e-15       4.932391171532e-14       1.498984018371e-15      -1.745340155732e-16 
  569       3.268900315101e-10       1.548185269267e-12       2.537325756384e-12       9.863095003366e-15       4.901179969625e-14       1.524532483624e-15      -1.839101212408e-16 
  570       3.260211547070e-10       1.576701307966e-12       2.636736461160e-12       9.880326068108e-15       4.870212752854e-14       1.550677151922e-15      -1.932168762534e-16 
  571       3.251333208546e-10       1.605744791796e-12       2.732815659302e-12       9.897338683337e-15       4.839487978022e-14       1.577389525274e-15      -2.024533457787e-16 
  572       3.242270453304e-10       1.635305526288e-12       2.825515816908e-12       9.914133139717e-15       4.809004031518e-14       1.604640652005e-15      -2.116185942188e-16 
  573       3.233028519908e-10       1.665373129208e-12       2.914789150860e-12       9.930709753768e-15       4.778759228921e-14       1.632401124702e-15      -2.207116852285e-16 
  574       3.223612732097e-10       1.695937029681e-12       3.000587628377e-12       9.947068868003e-15       4.748751814598e-14       1.660641078160e-15      -2.297316817330e-16 
  575       3.214028499164e-10       1.726986467312e-12       3.082862966566e-12       9.963210851069e-15       4.718979961313e-14       1.689330187328e-15      -2.386776459459e-16 
  576       3.204281316335e-10       1.758510491313e-12       3.161566631969e-12       9.979136097880e-15       4.689441769827e-14       1.718437665254e-15      -2.475486393873e-16 
  577       3.194376765155e-10       1.790497959625e-12       3.236649840121e-12       9.994845029756e-15       4.660135268500e-14       1.747932261030e-15      -2.563437229013e-16 
  578       3.184320513861e-10       1.822937538043e-12       3.308063555095e-12       1.001033809457e-14       4.631058412896e-14       1.777782257736e-15      -2.650619566745e-16 
  579       3.174118317771e-10       1.855817699336e-12       3.375758489056e-12       1.002561576686e-14       4.602209085383e-14       1.807955470391e-15      -2.737024002533e-16 
  580       3.163776019659e-10       1.889126722376e-12       3.439685101810e-12       1.004067854801e-14       4.573585094738e-14       1.838419243892e-15      -2.822641125625e-16 
  581       3.153299550140e-10       1.922852691259e-12       3.499793600359e-12       1.005552696635e-14       4.545184175751e-14       1.869140450964e-15      -2.907461519226e-16 
  582       3.142694928047e-10       1.956983494428e-12       3.556033938447e-12       1.007016157731e-14       4.517003988824e-14       1.900085490102e-15      -2.991475760682e-16 
  583       3.131968260816e-10       1.991506823799e-12       3.608355816115e-12       1.008458296354e-14       4.489042119576e-14       1.931220283520e-15      -3.074674421657e-16 
  584       3.121125744862e-10       2.026410173880e-12       3.656708679247e-12       1.009879173509e-14       4.461296078446e-14       1.962510275094e-15      -3.157048068313e-16 
  585       3.110173665965e-10       2.061680840903e-12       3.701041719129e-12       1.011278852950e-14       4.433763300296e-14       1.993920428310e-15      -3.238587261489e-16 
  586       3.099118399647e-10       2.097305921938e-12       3.741303871993e-12       1.012657401198e-14       4.406441144013e-14       2.025415224205e-15      -3.319282556879e-16 
  587       3.087966411555e-10       2.133272314026e-12       3.777443818569e-12       1.014014887549e-14       4.379326892112e-14       2.056958659318e-15      -3.399124505214e-16 
  588       3.076724257841e-10       2.169566713294e-12       3.809409983641e-12       1.015351384096e-14       4.352417750339e-14       2.088514243632e-15      -3.478103652441e-16 
  589       3.065398585543e-10       2.206175614086e-12       3.837150535591e-12       1.016666965735e-14       4.325710847273e-14       2.120044998519e-15      -3.556210539899e-16 
  590       3.053995872567e-10       2.243085458509e-12       3.860621685289e-12       1.017961730013e-14       4.299203582182e-14       2.151521504622e-15      -3.633437021384e-16 
  591       3.042521639815e-10       2.280283090922e-12       3.879812808697e-12       1.019235857166e-14       4.272894678822e-14       2.182946267895e-15      -3.709780249686e-16 
  592       3.030981220359e-10       2.317755312937e-12       3.894721943588e-12       1.020489551588e-14       4.246783156865e-14       2.214329951034e-15      -3.785238788819e-16 
  593       3.019380018370e-10       2.355488733185e-12       3.905347548733e-12       1.021723022160e-14       4.220867985730e-14       2.245683378694e-15      -3.859811306682e-16 
  594       3.007723509408e-10       2.393469766494e-12       3.911688506320e-12       1.022936482263e-14       4.195148084304e-14       2.277017538207e-15      -3.933496575687e-16 
  595       2.996017240718e-10       2.431684633059e-12       3.913744124351e-12       1.024130149809e-14       4.169622320664e-14       2.308343580298e-15      -4.006293473393e-16 
  596       2.984266831515e-10       2.470119357624e-12       3.911514139055e-12       1.025304247253e-14       4.144289511800e-14       2.339672819800e-15      -4.078200983140e-16 
  597       2.972477973279e-10       2.508759768652e-12       3.904998717295e-12       1.026459001616e-14       4.119148423337e-14       2.371016736368e-15      -4.149218194677e-16 
  598       2.960656430046e-10       2.547591497506e-12       3.894198458973e-12       1.027594644510e-14       4.094197769260e-14       2.402386975200e-15      -4.219344304802e-16 
  599       2.948808038697e-10       2.586599977617e-12       3.879114399439e-12       1.028711412150e-14       4.069436211634e-14       2.433795347748e-15      -4.288578617986e-16 
  600       2.936938709253e-10       2.625770443668e-12       3.859748011897e-12       1.029809545384e-14       4.044862360328e-14       2.465253832435e-15      -4.356920547012e-16 
  601       2.925054425164e-10       2.665087930763e-12       3.836101209811e-12       1.030889289708e-14       4.020474772738e-14       2.496774575373e-15      -4.424369613605e-16 
  602       2.913161243598e-10       2.704537273605e-12       3.808176349317e-12       1.031950895286e-14       3.996271953508e-14       2.528369891075e-15      -4.490925449062e-16 
  603       2.901265295737e-10       2.744103105672e-12       3.775976231625e-12       1.032994616975e-14       3.972252354254e-14       2.560052263176e-15      -4.556587794889e-16 
  604       2.889372787065e-10       2.783769858390e-12       3.739504105428e-12       1.034020714341e-14       3.948414373288e-14       2.591834345144e-15      -4.621356503433e-16 
  605       2.877489997661e-10       2.823521760313e-12       3.698763669311e-12       1.035029451683e-14       3.924756355338e-14       2.623728960998e-15      -4.685231538511e-16 
  606       2.865623282488e-10       2.863342836294e-12       3.653759074155e-12       1.036021098052e-14       3.901276591270e-14       2.655749106023e-15      -4.748212976044e-16 
  607       2.853779071687e-10       2.903216906663e-12       3.604494925548e-12       1.036995927272e-14       3.877973317815e-14       2.687907947488e-15      -4.810301004692e-16 
  608       2.841963870866e-10       2.943127586400e-12       3.550976286186e-12       1.037954217960e-14       3.854844717289e-14       2.720218825360e-15      -4.871495926483e-16 
  609       2.830184261393e-10       2.983058284313e-12       3.493208678289e-12       1.038896253549e-14       3.831888917313e-14       2.752695253020e-15      -4.931798157447e-16 
  610       2.818446900686e-10       3.022992202215e-12       3.431198086000e-12       1.039822322304e-14       3.809103990543e-14       2.785350917978e-15      -4.991208228250e-16 
  611       2.806758522505e-10       3.062912334094e-12       3.364950957798e-12       1.040732717347e-14       3.786487954383e-14       2.818199682591e-15      -5.049726784823e-16 
  612       2.795125937242e-10       3.102801465294e-12       3.294474208900e-12       1.041627736677e-14       3.764038770716e-14       2.851255584778e-15      -5.107354588999e-16 
  613       2.783556032214e-10       3.142642171685e-12       3.219775223673e-12       1.042507683189e-14       3.741754345624e-14       2.884532838734e-15      -5.164092519140e-16 
  614       2.772055771954e-10       3.182416818845e-12       3.140861858040e-12       1.043372864693e-14       3.719632529106e-14       2.918045835649e-15      -5.219941570775e-16 
  615       2.760632198500e-10       3.222107561230e-12       3.057742441884e-12       1.044223593940e-14       3.697671114810e-14       2.951809144422e-15      -5.274902857229e-16 
  616       2.749291928035e-10       3.261697207810e-12       2.970431365911e-12       1.045060189285e-14       3.675868105368e-14       2.985831280096e-15      -5.328975668774e-16 
  617       2.738039627123e-10       3.301171843116e-12       2.878965982471e-12       1.045882976662e-14       3.654222515890e-14       3.020095845851e-15      -5.382151598398e-16 
  618       2.726879501006e-10       3.340518266558e-12       2.783390109229e-12       1.046692287699e-14       3.632733588931e-14       3.054579946399e-15      -5.434420278344e-16 
  619       2.715815794133e-10       3.379723131023e-12       2.683748485064e-12       1.047488459095e-14       3.611400530392e-14       3.089260378632e-15      -5.485771309046e-16 
  620       2.704852790283e-10       3.418772942333e-12       2.580086774240e-12       1.048271832639e-14       3.590222509335e-14       3.124113630381e-15      -5.536194259136e-16 
  621       2.693994812706e-10       3.457654058686e-12       2.472451570568e-12       1.049042755235e-14       3.569198657782e-14       3.159115879155e-15      -5.585678665473e-16 
  622       2.683246224252e-10       3.496352690109e-12       2.360890401586e-12       1.049801578919e-14       3.548328070523e-14       3.194242990895e-15      -5.634214033159e-16 
  623       2.672611427502e-10       3.534854897907e-12       2.245451732725e-12       1.050548660881e-14       3.527609804926e-14       3.229470518719e-15      -5.681789835558e-16 
  624       2.662094864901e-10       3.573146594110e-12       2.126184971478e-12       1.051284363489e-14       3.507042880741e-14       3.264773701672e-15      -5.728395514316e-16 
  625       2.651701018892e-10       3.611213540925e-12       2.003140471573e-12       1.052009054303e-14       3.486626279907e-14       3.300127463472e-15      -5.774020479380e-16 
  626       2.641434412046e-10       3.649041350183e-12       1.876369537142e-12       1.052723106102e-14       3.466358946356e-14       3.335506411261e-15      -5.818654109020e-16 
  627       2.631299607194e-10       3.686615482788e-12       1.745924426894e-12       1.053426896903e-14       3.446239785824e-14       3.370884834352e-15      -5.862285749846e-16 
  628       2.621301207563e-10       3.723921248167e-12       1.611858358279e-12       1.054120809980e-14       3.426267665656e-14       3.406236702974e-15      -5.904904716826e-16 
  629       2.611443856903e-10       3.760943803719e-12       1.474225511666e-12       1.054805233888e-14       3.406441414611e-14       3.441535667026e-15      -5.946500293312e-16 
  630       2.601732239624e-10       3.797668154264e-12       1.333081034509e-12       1.055480562480e-14       3.386759822668e-14       3.476755054821e-15      -5.987061731050e-16 
  631       2.592171080923e-10       3.834079151489e-12       1.188481045519e-12       1.056147194931e-14       3.367221640837e-14       3.511867871834e-15      -6.026578250210e-16 
  632       2.582765146923e-10       3.870161493403e-12       1.040482638831e-12       1.056805535759e-14       3.347825580960e-14       3.546846799453e-15      -6.065039039396e-16 
  633       2.573519244798e-10       3.905899723782e-12       8.891438881798e-13       1.057455994842e-14       3.328570315520e-14       3.581664193724e-15      -6.102433255672e-16 
  634       2.564438222911e-10       3.941278231618e-12       7.345238510670e-13       1.058098987443e-14       3.309454477451e-14       3.616292084101e-15      -6.138750024579e-16 
  635       2.555526970943e-10       3.976281250570e-12       5.766825729316e-13       1.058734934230e-14       3.290476659937e-14       3.650702172194e-15      -6.173978440154e-16 
  636       2.546790420026e-10       4.010892858412e-12       4.156810913208e-13       1.059364261294e-14       3.271635416224e-14       3.684865830516e-15      -6.208107564951e-16 
  637       2.538233542877e-10       4.045096976480e-12       2.515814400605e-13       1.059987400174e-14       3.252929259427e-14       3.718754101234e-15      -6.241126430058e-16 
  638       2.529861353926e-10       4.078877369126e-12       8.444665342559e-14       1.060604787873e-14       3.234356662332e-14       3.752337694912e-15      -6.273024035122e-16 
  639       2.521678909453e-10       4.112217643163e-12      -8.565922968995e-14       1.061216866883e-14       3.215916057206e-14       3.785586989264e-15      -6.303789348362e-16 
  640       2.513691307717e-10       4.145101247314e-12      -2.586711616023e-13       1.061824085206e-14       3.197605835605e-14       3.818472027901e-15      -6.333411306591e-16 
  641       2.505903689090e-10       4.177511471664e-12      -4.345230816677e-13       1.062426896370e-14       3.179424348176e-14       3.850962519078e-15      -6.361878815237e-16 
  642       2.498321236188e-10       4.209431447107e-12      -6.131479121119e-13       1.063025759456e-14       3.161369904465e-14       3.883027834441e-15      -6.389180748361e-16 
  643       2.490948587441e-10       4.240845552662e-12      -7.944765628376e-13       1.063621117636e-14       3.143440974048e-14       3.914644079865e-15      -6.415309751252e-16 
  644       2.483788062929e-10       4.271743673561e-12      -9.784349295273e-13       1.064213333236e-14       3.125636795310e-14       3.945815486445e-15      -6.440273742787e-16 
  645       2.476841398599e-10       4.302117038585e-12      -1.164946819255e-12       1.064802751242e-14       3.107956780077e-14       3.976553501859e-15      -6.464084673810e-16 
  646       2.470110329141e-10       4.331956820785e-12      -1.353934930902e-12       1.065389720665e-14       3.090400313414e-14       4.006869762970e-15      -6.486754749287e-16 
  647       2.463596587961e-10       4.361254137347e-12      -1.545320850698e-12       1.065974594550e-14       3.072966753486e-14       4.036776096625e-15      -6.508296429416e-16 
  648       2.457301907133e-10       4.390000049443e-12      -1.739025047762e-12       1.066557729991e-14       3.055655431424e-14       4.066284520456e-15      -6.528722430759e-16 
  649       2.451228017370e-10       4.418185562093e-12      -1.934966869647e-12       1.067139488150e-14       3.038465651191e-14       4.095407243669e-15      -6.548045727357e-16 
  650       2.445376647982e-10       4.445801624015e-12      -2.133064537885e-12       1.067720234268e-14       3.021396689443e-14       4.124156667849e-15      -6.566279551853e-16 
  651       2.439749526835e-10       4.472839127490e-12      -2.333235143522e-12       1.068300337678e-14       3.004447795399e-14       4.152545387756e-15      -6.583437396614e-16 
  652       2.434348380322e-10       4.499288908214e-12      -2.535394642666e-12       1.068880171826e-14       2.987618190704e-14       4.180586192118e-15      -6.599533014854e-16 
  653       2.429174933318e-10       4.525141745156e-12      -2.739457852031e-12       1.069460114278e-14       2.970907069291e-14       4.208292064435e-15      -6.614580421752e-16 
  654       2.424230909143e-10       4.550388360417e-12      -2.945338444472e-12       1.070040546739e-14       2.954313597251e-14       4.235676183774e-15      -6.628593895577e-16 
  655       2.419518029528e-10       4.575019419084e-12      -3.152948944536e-12       1.070621855069e-14       2.937836912694e-14       4.262751925564e-15      -6.641587978805e-16 
  656       2.415038014573e-10       4.599025529088e-12      -3.362200723999e-12       1.071204429292e-14       2.921476125613e-14       4.289532862398e-15      -6.653577479246e-16 
  657       2.410792582715e-10       4.622397241064e-12      -3.573003997409e-12       1.071788663616e-14       2.905230317755e-14       4.316032764827e-15      -6.664577471161e-16 
  658       2.406783450681e-10       4.645125048204e-12      -3.785267817631e-12       1.072374956445e-14       2.889098542477e-14       4.342265602158e-15      -6.674603296386e-16 
  659       2.403012333461e-10       4.667199386115e-12      -3.998900071387e-12       1.072963710394e-14       2.873079824621e-14       4.368245543256e-15      -6.683670565451e-16 
  660       2.399480944261e-10       4.688610632677e-12      -4.213807474799e-12       1.073555332304e-14       2.857173160368e-14       4.393986957334e-15      -6.691795158706e-16 
  661       2.396190994471e-10       4.709349107902e-12      -4.429895568933e-12       1.074150233257e-14       2.841377517112e-14       4.419504414758e-15      -6.698993227436e-16 
  662       2.393144193626e-10       4.729405073786e-12      -4.647068715337e-12       1.074748828588e-14       2.825691833321e-14       4.444812687837e-15      -6.705281194989e-16 
  663       2.390342249367e-10       4.748768734170e-12      -4.865230091591e-12       1.075351537903e-14       2.810115018400e-14       4.469926751630e-15      -6.710675757892e-16 
  664       2.387786867404e-10       4.767430234594e-12      -5.084281686842e-12       1.075958785093e-14       2.794645952561e-14       4.494861784733e-15      -6.715193886976e-16 
  665       2.385479751478e-10       4.785379662160e-12      -5.304124297350e-12       1.076570998345e-14       2.779283486681e-14       4.519633170086e-15      -6.718852828498e-16 
  666       2.383422603324e-10       4.802607045381e-12      -5.524657522030e-12       1.077188610162e-14       2.764026442174e-14       4.544256495764e-15      -6.721670105257e-16 
  667       2.381617122633e-10       4.819102354042e-12      -5.745779757994e-12       1.077812057374e-14       2.748873610852e-14       4.568747555777e-15      -6.723663517722e-16 
  668       2.380065007014e-10       4.834855499061e-12      -5.967388196095e-12       1.078441781153e-14       2.733823754790e-14       4.593122350869e-15      -6.724851145151e-16 
  669       2.378767951955e-10       4.849856332338e-12      -6.189378816466e-12       1.079078227029e-14       2.718875606190e-14       4.617397089312e-15      -6.725251346710e-16 
  670       2.377727650788e-10       4.864094646616e-12      -6.411646384068e-12       1.079721844903e-14       2.704027867249e-14       4.641588187707e-15      -6.724882762600e-16 
  671       2.376945302219e-10       4.877561753722e-12      -6.634088948831e-12       1.080373049316e-14       2.689279365613e-14       4.665707529379e-15      -6.723763033669e-16 
  672       2.376420121252e-10       4.890255257194e-12      -6.856621462434e-12       1.081032099269e-14       2.674629524720e-14       4.689748124882e-15      -6.721904927481e-16 
  673       2.376150795840e-10       4.902174383055e-12      -7.079162448537e-12       1.081699215824e-14       2.660077903407e-14       4.713698141548e-15      -6.719320130304e-16 
  674       2.376135976219e-10       4.913318411096e-12      -7.301629521708e-12       1.082374621613e-14       2.645624041155e-14       4.737545617209e-15      -6.716020521777e-16 
  675       2.376374274738e-10       4.923686675155e-12      -7.523939384169e-12       1.083058540842e-14       2.631267457988e-14       4.761278459735e-15      -6.712018175685e-16 
  676       2.376864265690e-10       4.933278563392e-12      -7.746007822533e-12       1.083751199301e-14       2.617007654386e-14       4.784884446573e-15      -6.707325360743e-16 
  677       2.377604485144e-10       4.942093518569e-12      -7.967749704545e-12       1.084452824360e-14       2.602844111189e-14       4.808351224277e-15      -6.701954541374e-16 
  678       2.378593430775e-10       4.950131038321e-12      -8.189078975826e-12       1.085163644981e-14       2.588776289500e-14       4.831666308048e-15      -6.695918378492e-16 
  679       2.379829561696e-10       4.957390675442e-12      -8.409908656613e-12       1.085883891715e-14       2.574803630598e-14       4.854817081264e-15      -6.689229730280e-16 
  680       2.381311298291e-10       4.963872038153e-12      -8.630150838501e-12       1.086613796711e-14       2.560925555837e-14       4.877790795023e-15      -6.681901652971e-16 
  681       2.383037022042e-10       4.969574790386e-12      -8.849716681182e-12       1.087353593718e-14       2.547141466559e-14       4.900574567672e-15      -6.673947401628e-16 
  682       2.385005075364e-10       4.974498652058e-12      -9.068516409188e-12       1.088103518087e-14       2.533450743994e-14       4.923155384345e-15      -6.665380430928e-16 
  683       2.387213761436e-10       4.978643399349e-12      -9.286459308632e-12       1.088863806780e-14       2.519852749172e-14       4.945520096499e-15      -6.656214395936e-16 
  684       2.389661344028e-10       4.982008864976e-12      -9.503453723950e-12       1.089634698370e-14       2.506346822825e-14       4.967655421449e-15      -6.646463152893e-16 
  685       2.392346047337e-10       4.984594938476e-12      -9.719407054640e-12       1.090416433046e-14       2.492932285294e-14       4.989547941903e-15      -6.636140759988e-16 
  686       2.395266055818e-10       4.986401566477e-12      -9.934225752006e-12       1.091209252619e-14       2.479608436439e-14       5.011184105498e-15      -6.625261478146e-16 
  687       2.398419514010e-10       4.987428752982e-12      -1.014781531590e-11       1.092013400521e-14       2.466374555541e-14       5.032550224334e-15      -6.613839771805e-16 
  688       2.401804526374e-10       4.987676559636e-12      -1.036008029145e-11       1.092829121815e-14       2.453229901208e-14       5.053632474511e-15      -6.601890309695e-16 
  689       2.405419157120e-10       4.987145106015e-12      -1.057092426582e-11       1.093656663196e-14       2.440173711285e-14       5.074416895667e-15      -6.589427965622e-16 
  690       2.409261430039e-10       4.985834569893e-12      -1.078024986496e-11       1.094496272994e-14       2.427205202758e-14       5.094889390507e-15      -6.576467819245e-16 
  691       2.413329328334e-10       4.983745187526e-12      -1.098795875030e-11       1.095348201182e-14       2.414323571661e-14       5.115035724343e-15      -6.563025156859e-16 
  692       2.417620794453e-10       4.980877253923e-12      -1.119395161554e-11       1.096212699373e-14       2.401527992981e-14       5.134841524632e-15      -6.549115472173e-16 
  693       2.422133729919e-10       4.977231123130e-12      -1.139812818337e-11       1.097090020834e-14       2.388817620565e-14       5.154292280502e-15      -6.534754467094e-16 
  694       2.426865995158e-10       4.972807208502e-12      -1.160038720222e-11       1.097980420480e-14       2.376191587026e-14       5.173373342300e-15      -6.519958052503e-16 
  695       2.431815409338e-10       4.967605982981e-12      -1.180062644299e-11       1.098884154884e-14       2.363649003651e-14       5.192069921115e-15      -6.504742349039e-16 
  696       2.436979750192e-10       4.961627979375e-12      -1.199874269579e-11       1.099801482280e-14       2.351188960305e-14       5.210367088325e-15      -6.489123687878e-16 
  697       2.442356753853e-10       4.954873790632e-12      -1.219463176670e-11       1.100732662565e-14       2.338810525340e-14       5.228249775123e-15      -6.473118611512e-16 
  698       2.447944114687e-10       4.947344070120e-12      -1.238818847449e-11       1.101677957307e-14       2.326512745495e-14       5.245702772059e-15      -6.456743874532e-16 
  699       2.453739485120e-10       4.939039531904e-12      -1.257930664739e-11       1.102637629745e-14       2.314294645813e-14       5.262710728571e-15      -6.440016444408e-16 
  700       2.459740475472e-10       4.929960951020e-12      -1.276787911978e-11       1.103611944795e-14       2.302155229535e-14       5.279258152523e-15      -6.422953502267e-16 
  701       2.465944448363e-10       4.920110324029e-12      -1.295380670281e-11       1.104601124270e-14       2.290093597899e-14       5.295332254522e-15      -6.405567754472e-16 
  702       2.472347897577e-10       4.909494376603e-12      -1.313702530742e-11       1.105605211520e-14       2.278109312417e-14       5.310931546722e-15      -6.387853258758e-16 
  703       2.478947055944e-10       4.898121129444e-12      -1.331747937900e-11       1.106624203988e-14       2.266202039945e-14       5.326057421964e-15      -6.369799304809e-16 
  704       2.485738099377e-10       4.885998745183e-12      -1.349511297365e-11       1.107658097724e-14       2.254371433419e-14       5.340711325418e-15      -6.351395076405e-16 
  705       2.492717146649e-10       4.873135528935e-12      -1.366986975705e-11       1.108706887384e-14       2.242617131786e-14       5.354894754814e-15      -6.332629651052e-16 
  706       2.499880259181e-10       4.859539928861e-12      -1.384169300345e-11       1.109770566222e-14       2.230938759946e-14       5.368609260674e-15      -6.313491999627e-16 
  707       2.507223440814e-10       4.845220536729e-12      -1.401052559456e-11       1.110849126082e-14       2.219335928682e-14       5.381856446535e-15      -6.293970986008e-16 
  708       2.514742637600e-10       4.830186088470e-12      -1.417631001847e-11       1.111942557390e-14       2.207808234600e-14       5.394637969182e-15      -6.274055366712e-16 
  709       2.522433737575e-10       4.814445464743e-12      -1.433898836862e-11       1.113050849149e-14       2.196355260061e-14       5.406955538880e-15      -6.253733790538e-16 
  710       2.530292570545e-10       4.798007691493e-12      -1.449850234269e-11       1.114173988934e-14       2.184976573119e-14       5.418810919597e-15      -6.232994798195e-16 
  711       2.538314907867e-10       4.780881940510e-12      -1.465479324158e-11       1.115311962879e-14       2.173671727452e-14       5.430205929236e-15      -6.211826821946e-16 
  712       2.546496462225e-10       4.763077529989e-12      -1.480780196826e-11       1.116464755677e-14       2.162440262306e-14       5.441142439866e-15      -6.190218185241e-16 
  713       2.554832887417e-10       4.744603925094e-12      -1.495746902678e-11       1.117632350568e-14       2.151281702422e-14       5.451622377948e-15      -6.168157102357e-16 
  714       2.563319778135e-10       4.725470738511e-12      -1.510373452116e-11       1.118814729335e-14       2.140195557975e-14       5.461647724568e-15      -6.145631678032e-16 
  715       2.571952669742e-10       4.705687731014e-12      -1.524653815431e-11       1.120011872295e-14       2.129181324511e-14       5.471220515660e-15      -6.122629907103e-16 
  716       2.580727038059e-10       4.685264812023e-12      -1.538581922700e-11       1.121223758295e-14       2.118238482879e-14       5.480342842244e-15      -6.099139674143e-16 
  717       2.589638299141e-10       4.664212040165e-12      -1.552151663674e-11       1.122450364702e-14       2.107366499172e-14       5.489016850645e-15      -6.075148753100e-16 
